,건축년도,주택유형,본번,부번,층,도로명,단지명,전용면적...,시군구
8691,1999,아파트,1047,1,18,청명로 100,건영1차,134.81,경기도 수원시 영통구 영통동
8692,1997,아파트,1048,2,1,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8693,1997,아파트,1048,2,2,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8694,1997,아파트,1048,2,2,청명북로 81,청명마을(주공),59.94,경기도 수원시 영통구 영통동
8695,1997,아파트,1048,2,2,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8696,1997,아파트,1048,2,3,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8697,1997,아파트,1048,2,3,청명북로 81,청명마을(주공),59.94,경기도 수원시 영통구 영통동
8698,1997,아파트,1048,2,3,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8699,1997,아파트,1048,2,4,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8700,1997,아파트,1048,2,4,청명북로 81,청명마을(주공),59.94,경기도 수원시 영통구 영통동
8701,1997,아파트,1048,2,4,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8702,1997,아파트,1048,2,5,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8703,1997,아파트,1048,2,5,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8704,1997,아파트,1048,2,6,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8705,1997,아파트,1048,2,6,청명북로 81,청명마을(주공),59.94,경기도 수원시 영통구 영통동
8706,1997,아파트,1048,2,6,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8707,1997,아파트,1048,2,7,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8708,1997,아파트,1048,2,7,청명북로 81,청명마을(주공),59.94,경기도 수원시 영통구 영통동
8709,1997,아파트,1048,2,7,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8710,1997,아파트,1048,2,8,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8711,1997,아파트,1048,2,8,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8712,1997,아파트,1048,2,9,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8713,1997,아파트,1048,2,9,청명북로 81,청명마을(주공),59.94,경기도 수원시 영통구 영통동
8714,1997,아파트,1048,2,9,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8715,1997,아파트,1048,2,10,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8716,1997,아파트,1048,2,10,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8717,1997,아파트,1048,2,11,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8718,1997,아파트,1048,2,11,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8719,1997,아파트,1048,2,12,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8720,1997,아파트,1048,2,12,청명북로 81,청명마을(주공),59.94,경기도 수원시 영통구 영통동
8721,1997,아파트,1048,2,12,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8722,1997,아파트,1048,2,13,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8723,1997,아파트,1048,2,13,청명북로 81,청명마을(주공),59.94,경기도 수원시 영통구 영통동
8724,1997,아파트,1048,2,13,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8725,1997,아파트,1048,2,14,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8726,1997,아파트,1048,2,14,청명북로 81,청명마을(주공),59.94,경기도 수원시 영통구 영통동
8727,1997,아파트,1048,2,14,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8728,1997,아파트,1048,2,15,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8729,1997,아파트,1048,2,15,청명북로 81,청명마을(주공),59.94,경기도 수원시 영통구 영통동
8730,1997,아파트,1048,2,15,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8731,1997,아파트,1048,2,16,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8732,1997,아파트,1048,2,17,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8733,1997,아파트,1048,2,18,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8734,1997,아파트,1048,2,18,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8735,1997,아파트,1048,2,19,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8736,1997,아파트,1048,2,19,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8737,1997,아파트,1048,2,20,청명북로 81,청명마을(주공),49.76,경기도 수원시 영통구 영통동
8738,1997,아파트,1048,2,20,청명북로 81,청명마을(주공),59.99,경기도 수원시 영통구 영통동
8739,1993,아파트,1050,0,4,세권로195번길 13,동산,79.56,경기도 수원시 권선구 권선동
8740,1993,아파트,1050,0,5,세권로195번길 13,동산,89.7,경기도 수원시 권선구 권선동
8741,1993,아파트,1050,0,6,세권로195번길 13,동산,79.56,경기도 수원시 권선구 권선동
8742,1993,아파트,1050,0,7,세권로195번길 13,동산,84.9,경기도 수원시 권선구 권선동
8743,1998,아파트,1052,2,1,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8744,1998,아파트,1052,2,1,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8745,1998,아파트,1052,2,2,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8746,1998,아파트,1052,2,2,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8747,1998,아파트,1052,2,3,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8748,1998,아파트,1052,2,3,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8749,1998,아파트,1052,2,4,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8750,1998,아파트,1052,2,4,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8751,1998,아파트,1052,2,5,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8752,1998,아파트,1052,2,5,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8753,1998,아파트,1052,2,6,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8754,1998,아파트,1052,2,6,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8755,1998,아파트,1052,2,7,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8756,1998,아파트,1052,2,7,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8757,1998,아파트,1052,2,8,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8758,1998,아파트,1052,2,8,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8759,1998,아파트,1052,2,9,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8760,1998,아파트,1052,2,9,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8761,1998,아파트,1052,2,10,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8762,1998,아파트,1052,2,10,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8763,1998,아파트,1052,2,11,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8764,1998,아파트,1052,2,11,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8765,1998,아파트,1052,2,12,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8766,1998,아파트,1052,2,12,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8767,1998,아파트,1052,2,13,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8768,1998,아파트,1052,2,13,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8769,1998,아파트,1052,2,14,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8770,1998,아파트,1052,2,14,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8771,1998,아파트,1052,2,15,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8772,1998,아파트,1052,2,15,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8773,1998,아파트,1052,2,16,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8774,1998,아파트,1052,2,16,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8775,1998,아파트,1052,2,17,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8776,1998,아파트,1052,2,17,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8777,1998,아파트,1052,2,18,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8778,1998,아파트,1052,2,18,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8779,1998,아파트,1052,2,19,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8780,1998,아파트,1052,2,19,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8781,1998,아파트,1052,2,20,봉영로1744번길 16,황골마을(쌍용),59.79,경기도 수원시 영통구 영통동
8782,1998,아파트,1052,2,20,봉영로1744번길 16,황골마을(쌍용),59.8,경기도 수원시 영통구 영통동
8783,1997,아파트,1053,2,1,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8784,1997,아파트,1053,2,2,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8785,1997,아파트,1053,2,3,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8786,1997,아파트,1053,2,4,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8787,1997,아파트,1053,2,5,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8788,1997,아파트,1053,2,6,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8789,1997,아파트,1053,2,7,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8790,1997,아파트,1053,2,8,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8791,1997,아파트,1053,2,9,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8792,1997,아파트,1053,2,11,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8793,1997,아파트,1053,2,12,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8794,1997,아파트,1053,2,14,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8795,1997,아파트,1053,2,15,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8796,1997,아파트,1053,2,16,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8797,1997,아파트,1053,2,17,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8798,1997,아파트,1053,2,18,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8799,1997,아파트,1053,2,20,봉영로1744번길 11,벽산(1053-2),84.96,경기도 수원시 영통구 영통동
8800,1997,아파트,1053,2,1,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8801,1997,아파트,1053,2,2,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8802,1997,아파트,1053,2,4,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8803,1997,아파트,1053,2,5,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8804,1997,아파트,1053,2,7,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8805,1997,아파트,1053,2,8,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8806,1997,아파트,1053,2,9,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8807,1997,아파트,1053,2,10,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8808,1997,아파트,1053,2,11,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8809,1997,아파트,1053,2,12,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8810,1997,아파트,1053,2,13,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8811,1997,아파트,1053,2,14,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8812,1997,아파트,1053,2,15,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8813,1997,아파트,1053,2,16,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8814,1997,아파트,1053,2,17,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8815,1997,아파트,1053,2,18,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8816,1997,아파트,1053,2,19,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8817,1997,아파트,1053,2,20,봉영로1744번길 11,풍림,84.84,경기도 수원시 영통구 영통동
8818,1997,아파트,1054,3,1,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8819,1997,아파트,1054,3,1,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8820,1997,아파트,1054,3,3,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8821,1997,아파트,1054,3,3,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8822,1997,아파트,1054,3,4,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8823,1997,아파트,1054,3,4,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8824,1997,아파트,1054,3,5,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8825,1997,아파트,1054,3,5,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8826,1997,아파트,1054,3,6,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8827,1997,아파트,1054,3,6,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8828,1997,아파트,1054,3,7,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8829,1997,아파트,1054,3,7,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8830,1997,아파트,1054,3,8,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8831,1997,아파트,1054,3,8,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8832,1997,아파트,1054,3,9,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8833,1997,아파트,1054,3,9,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8834,1997,아파트,1054,3,10,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8835,1997,아파트,1054,3,10,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8836,1997,아파트,1054,3,11,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8837,1997,아파트,1054,3,11,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8838,1997,아파트,1054,3,12,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8839,1997,아파트,1054,3,12,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8840,1997,아파트,1054,3,13,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8841,1997,아파트,1054,3,14,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8842,1997,아파트,1054,3,14,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8843,1997,아파트,1054,3,15,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8844,1997,아파트,1054,3,15,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8845,1997,아파트,1054,3,16,봉영로1770번길 21,황골마을신명,59.95,경기도 수원시 영통구 영통동
8846,1997,아파트,1054,3,16,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8847,1997,아파트,1054,3,17,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8848,1997,아파트,1054,3,18,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8849,1997,아파트,1054,3,19,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8850,1997,아파트,1054,3,20,봉영로1770번길 21,황골마을신명,59.99,경기도 수원시 영통구 영통동
8851,1998,아파트,1054,3,1,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8852,1998,아파트,1054,3,1,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8853,1998,아파트,1054,3,2,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8854,1998,아파트,1054,3,2,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8855,1998,아파트,1054,3,3,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8856,1998,아파트,1054,3,4,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8857,1998,아파트,1054,3,5,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8858,1998,아파트,1054,3,5,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8859,1998,아파트,1054,3,6,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8860,1998,아파트,1054,3,6,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8861,1998,아파트,1054,3,7,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8862,1998,아파트,1054,3,8,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8863,1998,아파트,1054,3,8,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8864,1998,아파트,1054,3,9,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8865,1998,아파트,1054,3,9,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8866,1998,아파트,1054,3,10,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8867,1998,아파트,1054,3,10,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8868,1998,아파트,1054,3,11,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8869,1998,아파트,1054,3,12,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8870,1998,아파트,1054,3,12,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8871,1998,아파트,1054,3,13,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8872,1998,아파트,1054,3,13,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8873,1998,아파트,1054,3,14,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8874,1998,아파트,1054,3,15,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8875,1998,아파트,1054,3,15,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8876,1998,아파트,1054,3,16,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8877,1998,아파트,1054,3,16,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8878,1998,아파트,1054,3,18,봉영로1770번길 21,황골마을한국,59.95,경기도 수원시 영통구 영통동
8879,1998,아파트,1054,3,18,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8880,1998,아파트,1054,3,19,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8881,1998,아파트,1054,3,20,봉영로1770번길 21,황골마을한국,59.99,경기도 수원시 영통구 영통동
8882,1989,아파트,1059,6,3,세권로166번길 21,전원,44.18,경기도 수원시 권선구 권선동
8883,1989,아파트,1059,6,4,세권로166번길 21,전원,54.98,경기도 수원시 권선구 권선동
8884,1989,아파트,1059,6,5,세권로166번길 21,전원,44.18,경기도 수원시 권선구 권선동
8885,1989,아파트,1059,6,5,세권로166번길 21,전원,50.45,경기도 수원시 권선구 권선동
8886,1991,아파트,1063,1,1,세권로196번길 22,한효,71.67,경기도 수원시 권선구 권선동
8887,1991,아파트,1063,1,2,세권로196번길 22,한효,71.67,경기도 수원시 권선구 권선동
8888,1991,아파트,1063,1,3,세권로196번길 22,한효,71.67,경기도 수원시 권선구 권선동
8889,1991,아파트,1063,1,3,세권로196번길 22,한효,89.29,경기도 수원시 권선구 권선동
8890,1991,아파트,1063,1,3,세권로196번길 22,한효,95.19,경기도 수원시 권선구 권선동
8891,1991,아파트,1063,1,4,세권로196번길 22,한효,71.67,경기도 수원시 권선구 권선동
8892,1991,아파트,1063,1,5,세권로196번길 22,한효,71.67,경기도 수원시 권선구 권선동
8893,1991,아파트,1063,1,6,세권로196번길 22,한효,71.67,경기도 수원시 권선구 권선동
8894,1991,아파트,1063,1,7,세권로196번길 22,한효,71.67,경기도 수원시 권선구 권선동
8895,1991,아파트,1063,1,8,세권로196번길 22,한효,71.67,경기도 수원시 권선구 권선동
8896,1991,아파트,1063,1,9,세권로196번길 22,한효,71.67,경기도 수원시 권선구 권선동
8897,1991,아파트,1063,1,10,세권로196번길 22,한효,71.67,경기도 수원시 권선구 권선동
8898,2014,아파트,1076,0,1,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8899,2014,아파트,1076,0,1,서수원로577번길 263,호매실더센트라고,84.61,경기도 수원시 권선구 금곡동
8900,2014,아파트,1076,0,1,서수원로577번길 263,호매실더센트라고,84.77,경기도 수원시 권선구 금곡동
8901,2014,아파트,1076,0,1,서수원로577번길 263,호매실더센트라고,84.93,경기도 수원시 권선구 금곡동
8902,2014,아파트,1076,0,4,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8903,2014,아파트,1076,0,4,서수원로577번길 263,호매실더센트라고,84.93,경기도 수원시 권선구 금곡동
8904,2014,아파트,1076,0,5,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8905,2014,아파트,1076,0,5,서수원로577번길 263,호매실더센트라고,84.77,경기도 수원시 권선구 금곡동
8906,2014,아파트,1076,0,6,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8907,2014,아파트,1076,0,6,서수원로577번길 263,호매실더센트라고,84.61,경기도 수원시 권선구 금곡동
8908,2014,아파트,1076,0,6,서수원로577번길 263,호매실더센트라고,84.93,경기도 수원시 권선구 금곡동
8909,2014,아파트,1076,0,7,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8910,2014,아파트,1076,0,7,서수원로577번길 263,호매실더센트라고,84.77,경기도 수원시 권선구 금곡동
8911,2014,아파트,1076,0,7,서수원로577번길 263,호매실더센트라고,84.91,경기도 수원시 권선구 금곡동
8912,2014,아파트,1076,0,8,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8913,2014,아파트,1076,0,8,서수원로577번길 263,호매실더센트라고,84.91,경기도 수원시 권선구 금곡동
8914,2014,아파트,1076,0,9,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8915,2014,아파트,1076,0,9,서수원로577번길 263,호매실더센트라고,84.77,경기도 수원시 권선구 금곡동
8916,2014,아파트,1076,0,9,서수원로577번길 263,호매실더센트라고,84.91,경기도 수원시 권선구 금곡동
8917,2014,아파트,1076,0,10,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8918,2014,아파트,1076,0,10,서수원로577번길 263,호매실더센트라고,84.77,경기도 수원시 권선구 금곡동
8919,2014,아파트,1076,0,11,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8920,2014,아파트,1076,0,11,서수원로577번길 263,호매실더센트라고,84.61,경기도 수원시 권선구 금곡동
8921,2014,아파트,1076,0,12,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8922,2014,아파트,1076,0,13,서수원로577번길 263,호매실더센트라고,84.93,경기도 수원시 권선구 금곡동
8923,2014,아파트,1076,0,14,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8924,2008,아파트,1076,1,7,세권로 140,해피하임,84.85,경기도 수원시 권선구 세류동
8925,2017,아파트,1077,0,1,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8926,2017,아파트,1077,0,2,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8927,2017,아파트,1077,0,2,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.9728,경기도 수원시 권선구 금곡동
8928,2017,아파트,1077,0,3,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8929,2017,아파트,1077,0,3,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8930,2017,아파트,1077,0,4,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8931,2017,아파트,1077,0,4,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.9728,경기도 수원시 권선구 금곡동
8932,2017,아파트,1077,0,5,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8933,2017,아파트,1077,0,6,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8934,2017,아파트,1077,0,6,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8935,2017,아파트,1077,0,7,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8936,2017,아파트,1077,0,7,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.8817,경기도 수원시 권선구 금곡동
8937,2017,아파트,1077,0,8,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8938,2017,아파트,1077,0,9,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.8817,경기도 수원시 권선구 금곡동
8939,2017,아파트,1077,0,10,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8940,2017,아파트,1077,0,10,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8941,2017,아파트,1077,0,11,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8942,2017,아파트,1077,0,11,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
