buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,houseType,jibun,landAr,mhouseNm,rgstDate,sggCd,slerGbn,umdNm,지역구명
1990, , , ,"8,700",25,5,2021, , ,36.18,3,다세대,39-49,30.75,숙지산빌라B동, ,41115, ,화서동,수원시 팔달구
1990, , , ,"10,500",28,5,2021, , ,39.05,3,다세대,527-29,28.21,명지빌라6동, ,41115, ,우만동,수원시 팔달구
2003, , , ,"10,700",22,5,2021, , ,37.03,5,다세대,47-5,28.6235,동화주택, ,41115, ,고등동,수원시 팔달구
2000, , , ,"6,500",28,5,2021, , ,24.57,2,다세대,504-2,14.32,정인빌라B동, ,41115, ,우만동,수원시 팔달구
2011, , , ,"16,200",20,5,2021, , ,50.01,5,연립다세대,57-20,26.8056,모던하우스(2차), ,41115, ,화서동,수원시 팔달구
2015, , , ,"20,500",21,5,2021, , ,51.955,2,다세대,184-105,34.62,피카소힐(184-105), ,41115, ,화서동,수원시 팔달구
1990, , , ,"6,800",27,5,2021, , ,36.03,-1,다세대,493-16,30.12,동진빌라B동, ,41115, ,우만동,수원시 팔달구
2003, , , ,"14,500",12,5,2021, , ,38.6,3,다세대,129-4,25.8315,뉴골든빌라, ,41115, ,고등동,수원시 팔달구
1989, , , ,"8,000",11,5,2021, , ,36.16,1,다세대,219-6,30.625,청림빌라가동, ,41115, ,신풍동,수원시 팔달구
2016, , , ,"15,800",25,5,2021, , ,36.4875,2,다세대,11-36,39.314,삼성아이파크빌, ,41115, ,화서동,수원시 팔달구
2003, , , ,"12,000",22,5,2021, , ,33,3,다세대,52-22,17.7894,라이브퍼스트빌, ,41115, ,고등동,수원시 팔달구
1979, , , ,"11,000",10,5,2021, , ,58.25,2,연립,122-110,49,칠성, ,41115, ,매향동,수원시 팔달구
2020, , , ,"27,300",17,5,2021, , ,47.94,5,다세대,961-3,28.3797,하이츠하임, ,41115, ,인계동,수원시 팔달구
2005, , , ,"18,000",29,5,2021, , ,63.17,3,다세대,50-34,24.62,유림빌라c동, ,41115, ,매산로3가,수원시 팔달구
1990, , , ,"8,250",18,5,2021, , ,44.2,-1,다세대,514-12,21.41,현대빌라8동, ,41115, ,우만동,수원시 팔달구
1991, , , ,"7,000",17,5,2021, , ,55.44,-1,다세대,507-16,29.45,동수원빌라, ,41115, ,우만동,수원시 팔달구
1990, , , ,"6,500",12,5,2021, , ,36.48,-1,다세대,513-15,18.775,태성빌라15동, ,41115, ,우만동,수원시 팔달구
2019, , , ,"24,000",18,5,2021, , ,44.83,5,다세대,121-1,29.5748,뉴환희빌(121-1), ,41115, ,화서동,수원시 팔달구
1990, , , ,"7,600",21,5,2021, , ,52.02,-1,다세대,250-38,41.58,화서아트빌라B동, ,41115, ,화서동,수원시 팔달구
2003, , , ,"16,400",20,5,2021, , ,69.18,5,다세대,47-12,31.435,성일아트빌, ,41115, ,고등동,수원시 팔달구
2008, , , ,"13,500",29,5,2021, , ,36.24,3,다세대,501-10,21.696,세운빌, ,41115, ,우만동,수원시 팔달구
1991, , , ,"8,200",8,5,2021, , ,38.7,2,다세대,508-6,21.05,대성빌라, ,41115, ,우만동,수원시 팔달구
1991, , , ,"5,000",14,5,2021, , ,45,-1,다세대,4-15,27.62,"은행빌라1동,2동", ,41115, ,고등동,수원시 팔달구
1991, , , ,"8,900",13,5,2021, , ,45.72,2,다세대,4-4,22.914,청암빌라A동B동, ,41115, ,고등동,수원시 팔달구
2002, , , ,"17,000",5,5,2021, , ,69.84,2,다세대,51-10,33.0625,대동빌라A동, ,41115, ,고등동,수원시 팔달구
2013, , , ,"23,500",17,5,2021, , ,73.06,4,다세대,743-9,31.56,레오하이츠빌, ,41115, ,인계동,수원시 팔달구
1991, , , ,"5,000",18,5,2021, , ,45.72,-1,다세대,4-4,22.914,청암빌라A동B동, ,41115, ,고등동,수원시 팔달구
2017, , , ,"23,000",29,5,2021, , ,57.78,5,다세대,2,25.56,(디자인하우스), ,41115, ,팔달로2가,수원시 팔달구
2020, , , ,"27,500",26,5,2021, , ,56.15,2,다세대,483-10,20.01,리브하임1동, ,41115, ,지동,수원시 팔달구
2019, , , ,"26,000",26,5,2021, , ,51.61,10,다세대,954-1,13.302,다원캐슬, ,41115, ,인계동,수원시 팔달구
2019, , , ,"24,000",26,5,2021, , ,48,10,다세대,954-1,12.371,다원캐슬, ,41115, ,인계동,수원시 팔달구
2020, , , ,"24,200",31,5,2021, , ,43.91,2,다세대,16-49,36.524,테라타워빌B동, ,41115, ,고등동,수원시 팔달구
2020, , , ,"24,500",29,5,2021, , ,46.53,4,다세대,16-4,32.3056,테라타워빌A동, ,41115, ,고등동,수원시 팔달구
2020, , , ,"24,500",29,5,2021, , ,51.75,3,다세대,16-4,35.9353,테라타워빌A동, ,41115, ,고등동,수원시 팔달구
2018, , , ,"18,000",29,5,2021, , ,34.2,2,다세대,509-14,22.41,"로드힐스(9,10동)", ,41115, ,우만동,수원시 팔달구
2018, , , ,"18,000",20,5,2021, , ,34.2,3,다세대,509-14,22.41,"로드힐스(9,10동)", ,41115, ,우만동,수원시 팔달구
2018, , , ,"24,000",29,5,2021, , ,51.49,2,다세대,509-12,33.7,"로드힐스(5,6동)", ,41115, ,우만동,수원시 팔달구
2018, , , ,"26,000",29,5,2021, , ,52.24,5,다세대,509-14,34.23,"로드힐스(9,10동)", ,41115, ,우만동,수원시 팔달구
2018, , , ,"18,000",29,5,2021, , ,34.2,2,다세대,509-13,22.4,"로드힐스(7,8동)", ,41115, ,우만동,수원시 팔달구
2003, , , ,"13,000",31,5,2021, , ,36.46,3,다세대,158-64,30.1685,JM빌라트B동, ,41115, ,화서동,수원시 팔달구
1990, , , ,"13,000",29,5,2021, , ,35.91,3,다세대,531-9,23.93,동성빌라, ,41115, ,우만동,수원시 팔달구
1990, , , ,"10,000",21,5,2021, , ,36.57,2,다세대,180-6,21.61,정남빌라, ,41115, ,화서동,수원시 팔달구
2001, , , ,"15,300",11,5,2021, , ,65.67,4,다세대,24,30.9675,(24-0), ,41115, ,교동,수원시 팔달구
2019, , , ,"28,800",18,5,2021, , ,80.55,3,연립,11-1,20.4262,모던힐트윈타워102동, ,41115, ,교동,수원시 팔달구
2021, , , ,"26,150",17,5,2021, , ,60.76,2,다세대,8-17,37.23,가현빌, ,41115, ,고등동,수원시 팔달구
2021, , , ,"18,250",17,5,2021, , ,41.35,2,다세대,8-17,25.34,가현빌, ,41115, ,고등동,수원시 팔달구
2021, , , ,"25,750",17,5,2021, , ,60.33,2,다세대,8-17,36.97,가현빌, ,41115, ,고등동,수원시 팔달구
2021, , , ,"26,450",17,5,2021, , ,60.76,3,다세대,8-17,37.23,가현빌, ,41115, ,고등동,수원시 팔달구
2021, , , ,"18,450",17,5,2021, , ,41.35,3,다세대,8-17,25.34,가현빌, ,41115, ,고등동,수원시 팔달구
2021, , , ,"26,000",17,5,2021, , ,60.33,3,다세대,8-17,36.97,가현빌, ,41115, ,고등동,수원시 팔달구
2021, , , ,"18,750",17,5,2021, , ,41.18,4,다세대,8-17,25.23,가현빌, ,41115, ,고등동,수원시 팔달구
2021, , , ,"21,450",17,5,2021, , ,47.75,4,다세대,8-17,29.25,가현빌, ,41115, ,고등동,수원시 팔달구
2021, , , ,"19,050",17,5,2021, , ,41.7,4,다세대,8-17,25.55,가현빌, ,41115, ,고등동,수원시 팔달구
2021, , , ,"26,450",17,5,2021, , ,60.81,5,다세대,8-17,37.25,가현빌, ,41115, ,고등동,수원시 팔달구
2021, , , ,"26,200",17,5,2021, , ,60.29,5,다세대,8-17,36.94,가현빌, ,41115, ,고등동,수원시 팔달구
2015, , , ,"16,700",13,5,2021, , ,30.91,3,다세대,970-16,19.16,신영빌, ,41115, ,인계동,수원시 팔달구
1990, , , ,"10,000",12,5,2021, , ,35.91,2,다세대,502-5,21.2875,계룡빌라B동, ,41115, ,우만동,수원시 팔달구
2015, , , ,"19,800",16,5,2021, , ,49.69,3,다세대,67-7,35.2,(67-7), ,41115, ,화서동,수원시 팔달구
2015, , , ,"18,800",7,5,2021, , ,52,4,다세대,473-6,45.12,정진빌리지, ,41115, ,우만동,수원시 팔달구
1992, , , ,"15,500",18,5,2021, , ,68.7,3,다세대,115-2,40.624,삼우빌라, ,41115, ,화서동,수원시 팔달구
2012, , , ,"19,900",7,5,2021, , ,76.97,3,다세대,10-4,42.648,주민맨션B동, ,41115, ,교동,수원시 팔달구
2016, , , ,"16,500",25,5,2021, , ,35.32,2,다세대,504-15,29.025,윈하우스, ,41115, ,우만동,수원시 팔달구
1991, , , ,"12,000",18,5,2021, , ,41.04,1,다세대,513-12,19.74,진우빌라, ,41115, ,우만동,수원시 팔달구
1992, , , ,"7,600",25,5,2021, , ,36.18,-1,연립,81-3,21.09,홍보빌라8동, ,41115, ,우만동,수원시 팔달구
2016, , , ,"20,000",4,5,2021, , ,64.3,2,다세대,55-16,32.768,위메르디앙, ,41115, ,고등동,수원시 팔달구
1991, , , ,"17,800",1,5,2021, , ,48.6,2,다세대,519-12,23.58,"락토하이츠빌라6동,3동", ,41115, ,우만동,수원시 팔달구
2018, , , ,"17,200",7,5,2021, , ,35.07,5,다세대,32-8,17.59,로잔빌, ,41115, ,구천동,수원시 팔달구
2018, , , ,"18,000",3,5,2021, , ,34.2,2,다세대,509-12,22.39,"로드힐스(5,6동)", ,41115, ,우만동,수원시 팔달구
2018, , , ,"23,000",5,5,2021, , ,52.02,3,다세대,509-12,34.05,"로드힐스(5,6동)", ,41115, ,우만동,수원시 팔달구
2018, , , ,"24,000",4,5,2021, , ,51.49,4,다세대,509-12,33.7,"로드힐스(5,6동)", ,41115, ,우만동,수원시 팔달구
2007, , , ,"9,000",19,5,2021, , ,35.28,3,다세대,94-20,27.27,(94-20), ,41115, ,매산로3가,수원시 팔달구
1990, , , ,"15,500",8,5,2021, , ,36.16,1,다세대,532-1,31.64,영창빌라, ,41115, ,우만동,수원시 팔달구
1990, , , ,"12,900",10,5,2021, , ,58.57,5,연립다세대,97-2,16.25,수정A동B동, ,41115, ,화서동,수원시 팔달구
2002, , , ,"17,000",3,5,2021, , ,65.76,4,다세대,169-4,32.9918,영덕타워빌, ,41115, ,화서동,수원시 팔달구
1996, , , ,"21,500",5,5,2021, , ,82.2,4,연립,529-2,34.6,반도, ,41115, ,우만동,수원시 팔달구
2003, , , ,"12,500",14,5,2021, , ,41.76,2,다세대,70-6,21.42,우진빌, ,41115, ,지동,수원시 팔달구
2020, , , ,"13,000",3,5,2021, , ,19.76,8,연립다세대,1036-13,7.7163,센트럴시티아리스타, ,41115, ,인계동,수원시 팔달구
2020, , , ,"23,000",18,5,2021, , ,51.57,2,다세대,117-12,30.3342,뉴환희빌, ,41115, ,화서동,수원시 팔달구
2018, , , ,"21,000",2,5,2021, , ,51.38,3,다세대,117-5,30.866,용현미르빌, ,41115, ,화서동,수원시 팔달구
1990, , , ,"7,000",16,5,2021, , ,30.3,-1,다세대,49-28,16.7,영동빌라, ,41115, ,고등동,수원시 팔달구
2018, , , ,"24,000",3,5,2021, , ,51.55,2,다세대,509-13,33.77,"로드힐스(7,8동)", ,41115, ,우만동,수원시 팔달구
2018, , , ,"18,000",3,5,2021, , ,34.2,4,다세대,509-12,22.39,"로드힐스(5,6동)", ,41115, ,우만동,수원시 팔달구
2018, , , ,"24,000",4,5,2021, , ,50.28,3,다세대,509-14,32.94,"로드힐스(9,10동)", ,41115, ,우만동,수원시 팔달구
2017, , , ,"24,500",3,5,2021, , ,44.08,5,다세대,509-11,27.38,"로드힐스(1,2동)", ,41115, ,우만동,수원시 팔달구
2004, , , ,"33,000",15,5,2021, , ,143.88,3,연립,42-106,54.44,원평스위트빌, ,41115, ,고등동,수원시 팔달구
1990, , , ,"13,400",19,5,2021, , ,53.72,1,다세대,512-7,40.39,삼화빌라1동, ,41115, ,우만동,수원시 팔달구
2002, , , ,"6,200",15,5,2021, , ,29.25,2,연립,126-6,24.79,팔달빌라가동, ,41115, ,팔달로3가,수원시 팔달구
2011, , , ,"14,500",18,5,2021, , ,79.33,2,다세대,163-2,44.19,삼성쉐르빌, ,41115, ,지동,수원시 팔달구
2013, , , ,"19,000",7,5,2021, , ,52.64,4,다세대,42-141,46.97,해맑음빌리지, ,41115, ,고등동,수원시 팔달구
1995, , , ,"12,000",10,5,2021, , ,41.48,2,연립,220-49,29.48,영광원룸빌라트, ,41115, ,화서동,수원시 팔달구
2007, , , ,"20,700",11,5,2021, , ,69.93,2,다세대,76-1,42.04,뉴골든빌라(76-1), ,41115, ,화서동,수원시 팔달구
1991, , , ,"8,800",11,5,2021, , ,41.04,3,다세대,56-31,20.3625,금호빌라3동4동, ,41115, ,화서동,수원시 팔달구
2002, , , ,"9,300",8,5,2021, , ,33.81,5,다세대,181-14,17.7586,한이하이트빌라B동, ,41115, ,화서동,수원시 팔달구
2015, , , ,"20,000",11,5,2021, , ,46.71,5,다세대,476-1,30.36,그랜드캐슬, ,41115, ,지동,수원시 팔달구
2002, , , ,"10,800",7,5,2021, , ,36.58,4,다세대,85-20,27.7052,대호주택B동(85-20), ,41115, ,화서동,수원시 팔달구
2002, , , ,"11,000",14,5,2021, , ,37.03,5,다세대,85-14,28.0259,대호주택A동(85-14), ,41115, ,화서동,수원시 팔달구
2010, , , ,"17,500",5,5,2021, , ,70.32,5,다세대,105-15,34.737,신안상떼빌, ,41115, ,화서동,수원시 팔달구
1995, , , ,"13,000",11,5,2021, , ,47.88,2,연립,529-5,36.4,우성하이츠빌라C동, ,41115, ,우만동,수원시 팔달구
2017, ,21.05.31,O,"13,900",11,5,2021, , ,32.51,4,다세대,60-15,17.71,트라움하우스, ,41115, ,고등동,수원시 팔달구
2011, , , ,"14,500",17,5,2021, , ,79.74,2,다세대,163-2,44.42,삼성쉐르빌, ,41115, ,지동,수원시 팔달구
2002, , , ,"7,000",5,5,2021, , ,24.64,4,다세대,105-106,12.59,하나빌1, ,41115, ,매산로3가,수원시 팔달구
2015, , , ,"17,800",3,5,2021, , ,49.2,5,다세대,58-11,40.16,대진빌리지, ,41115, ,화서동,수원시 팔달구
1990, , , ,"11,750",1,5,2021, , ,42.78,1,다세대,478-20,22.875,반석빌라2, ,41115, ,우만동,수원시 팔달구
1990, , , ,"14,500",1,5,2021, , ,36.3,3,다세대,374-18,27.25,서호빌라(나동), ,41115, ,인계동,수원시 팔달구
1990, , , ,"13,800",5,5,2021, , ,42.78,2,다세대,478-20,22.875,반석빌라2, ,41115, ,우만동,수원시 팔달구
2003, , , ,"10,500",8,5,2021, , ,30.22,4,다세대,4-8,16.5268,산호빌라, ,41115, ,고등동,수원시 팔달구
1991, , , ,"9,100",10,5,2021, , ,41.07,1,다세대,56-1,22.97,금호빌라5동6동, ,41115, ,화서동,수원시 팔달구
1991, , , ,"9,100",10,5,2021, , ,38.6,3,다세대,4-6,18.6,은행가동, ,41115, ,고등동,수원시 팔달구
2019, , , ,"23,700",4,5,2021, , ,45.13,2,다세대,121-1,29.7727,뉴환희빌(121-1), ,41115, ,화서동,수원시 팔달구
1991, , , ,"9,100",10,5,2021, , ,41.04,3,다세대,56-31,20.3625,금호빌라3동4동, ,41115, ,화서동,수원시 팔달구
2003, , , ,"5,500",1,5,2021, , ,21.67,3,다세대,502-9,13.4703,(502-9), ,41115, ,우만동,수원시 팔달구
1991, , , ,"7,700",2,5,2021, , ,44.43,1,다세대,40-51,32.18,삼신빌라다동, ,41115, ,화서동,수원시 팔달구
1989, , , ,"5,900",1,5,2021, , ,37.14,-1,다세대,509-1,28.7375,현대빌라2동, ,41115, ,우만동,수원시 팔달구
2016, , , ,"18,000",1,5,2021, , ,46.47,1,다세대,11-8,33.72,롯데캐슬, ,41115, ,교동,수원시 팔달구
2003, , , ,"16,700",5,5,2021, , ,57.8,3,다세대,38-14,27.86,가람하이빌, ,41115, ,고등동,수원시 팔달구
1978, , , ,"7,500",4,5,2021, , ,68,4,연립다세대,105-8,21,소라, ,41115, ,남수동,수원시 팔달구
2003, , , ,"13,000",4,5,2021, , ,43.31,1,다세대,309-18,30,인우빌라, ,41115, ,지동,수원시 팔달구
2015, , , ,"18,800",1,5,2021, , ,52.94,4,다세대,35-10,32.55,다원펠리스, ,41115, ,고등동,수원시 팔달구
1984, , , ,"10,000",4,5,2021, , ,55.78,3,연립,184-68,36.78,양천, ,41115, ,화서동,수원시 팔달구
2015, , , ,"8,650",3,5,2021, , ,21.84,2,다세대,473-7,14.761,골든뷰, ,41115, ,우만동,수원시 팔달구
2002, , , ,"10,500",4,5,2021, , ,36.09,3,다세대,181-1,17.7994,한이하이트빌라A동, ,41115, ,화서동,수원시 팔달구
1991, , , ,"5,300",3,5,2021, , ,45,1,다세대,4-15,27.62,"은행빌라1동,2동", ,41115, ,고등동,수원시 팔달구
1991, , , ,"6,800",29,5,2021, , ,42.3,1,다세대,388-9,22.97,금강빌라(A), ,41117, ,망포동,수원시 영통구
1992, , , ,"16,500",29,5,2021, , ,59.26,4,다세대,290-1,24.6,청안빌라(나), ,41117, ,망포동,수원시 영통구
1991, , , ,"6,900",19,5,2021, , ,55.41,-1,다세대,97-6,25.69,세화파크빌라(97-6), ,41117, ,원천동,수원시 영통구
2012, , , ,"180,000",20,5,2021, , ,123.5673,3,연립,590,173.2403,에일린의뜰, ,41117, ,원천동,수원시 영통구
1992, , , ,"12,500",21,5,2021, , ,56.04,4,다세대,517-1,27.2,삼일빌라(517-1), ,41117, ,망포동,수원시 영통구
2012, , , ,"172,700",29,5,2021, , ,123.5673,3,연립,590,173.2403,에일린의뜰, ,41117, ,원천동,수원시 영통구
1992, , , ,"40,000",24,5,2021, , ,60,2,연립,197,54.9,동남빌라, ,41117, ,매탄동,수원시 영통구
2011, , , ,"134,500",12,5,2021, , ,136.1455,4,연립,1212,160.204,호반가든하임, ,41117, ,이의동,수원시 영통구
1991, , , ,"37,000",15,5,2021, , ,44.51,-1,다세대,167-18,38.52,우주빌라(16동), ,41117, ,매탄동,수원시 영통구
1992, , , ,"42,000",11,5,2021, , ,60,4,연립,197,54.9,동남빌라, ,41117, ,매탄동,수원시 영통구
1992, , , ,"37,000",7,5,2021, , ,60,1,연립,197,54.9,동남빌라, ,41117, ,매탄동,수원시 영통구
2017, , , ,"133,500",25,5,2021, , ,126.9408,1,연립다세대,1214,151.9183,e편한세상TERRACE광교Easthill, ,41117, ,이의동,수원시 영통구
1991, , , ,"13,000",13,5,2021, , ,46.065,3,다세대,388-1,25.3465,롯데빌라(가), ,41117, ,망포동,수원시 영통구
2012, , , ,"40,000",5,5,2021, , ,29.8,1,다세대,168-6,20.251,(168-6), ,41117, ,매탄동,수원시 영통구
1995, , , ,"23,500",18,5,2021, , ,59.79,2,연립,1216-1,60.7551,대동하이츠타운, ,41117, ,매탄동,수원시 영통구
1992, , , ,"37,500",1,5,2021, , ,60,4,연립,197,54.9,동남빌라, ,41117, ,매탄동,수원시 영통구
1991, , , ,"9,750",5,5,2021, , ,49.74,4,다세대,388-2,30.75,롯데빌라(나), ,41117, ,망포동,수원시 영통구
2017, , , ,"20,850",6,5,2021, , ,40.74,3,다세대,298-4,24.027,다원하우스2차, ,41117, ,망포동,수원시 영통구
2017, , , ,"154,000",5,5,2021, , ,117.9711,3,연립다세대,1197,202.2261,e편한세상TERRACE광교Westhill, ,41117, ,이의동,수원시 영통구
1979, , , ,"56,300",6,5,2021, , ,62.18,2,연립,172-8,69.4,태광(1~4동), ,41117, ,매탄동,수원시 영통구
1994, , , ,"8,700",4,5,2021, , ,58.165,-1,다세대,486-20,24.32,유천빌라, ,41117, ,망포동,수원시 영통구
2003, , , ,"18,000",2,6,2021, , ,77.07,3,다세대,168-47,47.125,화이트하우스, ,41111, ,율전동,수원시 장안구
1992, , , ,"5,000",30,6,2021, , ,48.5,-1,다세대,61-251,23.05,"뉴골든타운(12,13동)", ,41111, ,연무동,수원시 장안구
2017, , , ,"16,800",23,6,2021, , ,54.31,2,다세대,272-31,36.12,유진플러스, ,41111, ,송죽동,수원시 장안구
2020, , , ,"30,700",27,6,2021, , ,77.76,4,연립,583-43,30.98,대경시실리, ,41111, ,파장동,수원시 장안구
1990, , , ,"9,500",23,6,2021, , ,36.3,3,다세대,503-2,29.61,삼원빌라, ,41111, ,송죽동,수원시 장안구
1989, , , ,"13,000",30,6,2021, , ,43.04,1,다세대,82-21,27.066,영광빌라A동, ,41111, ,정자동,수원시 장안구
1982, , , ,"9,000",26,6,2021, , ,27.7,2,연립,44-52,33,산다(44-52), ,41111, ,정자동,수원시 장안구
2002, , , ,"11,400",24,6,2021, , ,27.43,3,다세대,501-18,20.599,모닝빌(506동), ,41111, ,송죽동,수원시 장안구
1984, , , ,"16,500",26,6,2021, , ,70.88,3,연립다세대,407-6,62.79,삼원주택(407-6), ,41111, ,영화동,수원시 장안구
2017, , , ,"29,000",26,6,2021, , ,57.905,5,다세대,39-1,37.12,라임하우스, ,41111, ,영화동,수원시 장안구
2008, , , ,"22,500",30,6,2021, , ,73.655,2,다세대,50-20,40.5875,(50-20), ,41111, ,정자동,수원시 장안구
2016, , , ,"25,000",24,6,2021, , ,73.8,2,다세대,387-18,42.594,중앙스윗홈(B동), ,41111, ,영화동,수원시 장안구
1992, , , ,"14,000",26,6,2021, , ,50.64,1,다세대,338-1,34.375,계룡빌라A동, ,41111, ,정자동,수원시 장안구
1990, , , ,"10,700",26,6,2021, , ,44.76,2,다세대,734-10,30.73,공작빌라, ,41111, ,조원동,수원시 장안구
2003, , , ,"15,500",28,6,2021, , ,58.4,2,다세대,424-5,28.98,정진빌라트, ,41111, ,영화동,수원시 장안구
2016, , , ,"15,000",22,6,2021, , ,35.54,5,다세대,423-10,21.47,금강갤러리하우스, ,41111, ,영화동,수원시 장안구
1992, , , ,"9,000",21,6,2021, , ,37.78,1,다세대,450,24.87,정자맨션, ,41111, ,정자동,수원시 장안구
1980, , , ,"13,000",24,6,2021, , ,56,2,연립,290-14,52.84,율전연립, ,41111, ,율전동,수원시 장안구
1978, , , ,"12,500",18,6,2021, , ,55.44,2,연립,339-1,46.279,동양, ,41111, ,영화동,수원시 장안구
1991, , , ,"11,000",23,6,2021, , ,39.56,3,다세대,296-51,20.22,도시빌라B동, ,41111, ,율전동,수원시 장안구
1991, , , ,"14,000",19,6,2021, , ,49.42,3,다세대,321-24,20.29,동서빌라(가동), ,41111, ,정자동,수원시 장안구
2003, , , ,"43,000",23,6,2021, , ,62.55,2,다세대,215,28.587,리베라빌, ,41111, ,영화동,수원시 장안구
1989, , , ,"14,000",21,6,2021, , ,37.35,2,다세대,38-18,25.275,동산빌라, ,41111, ,정자동,수원시 장안구
2003, , , ,"13,000",25,6,2021, , ,47.26,4,다세대,598-22,26.01,월드모닝빌, ,41111, ,파장동,수원시 장안구
2003, , , ,"15,000",24,6,2021, , ,66.14,4,다세대,50-15,32.44,금성빌라트, ,41111, ,정자동,수원시 장안구
1988, , , ,"7,700",26,6,2021, , ,35.37,2,다세대,758-10,23.2967,부강주택(5동), ,41111, ,조원동,수원시 장안구
2014, , , ,"21,000",23,6,2021, , ,43.02,4,다세대,468-71,42,제니스빌, ,41111, ,조원동,수원시 장안구
1991, , , ,"8,000",28,6,2021, , ,41.47,1,다세대,393-9,24.19,청록하우스, ,41111, ,파장동,수원시 장안구
1991, , , ,"11,400",25,6,2021, , ,44.36,3,다세대,392-1,22.6105,"진주맨션(A,B)", ,41111, ,송죽동,수원시 장안구
2016, , , ,"17,000",26,6,2021, , ,42.925,3,다세대,586-24,26.695,나경캐슬(B동), ,41111, ,파장동,수원시 장안구
1991, , , ,"11,500",19,6,2021, , ,48.35,1,다세대,108-18,29.4,입지주택(라동), ,41111, ,송죽동,수원시 장안구
1988, , , ,"13,000",10,6,2021, , ,48.54,2,다세대,758-3,34.4866,부강주택(3동), ,41111, ,조원동,수원시 장안구
2003, , , ,"16,500",14,6,2021, , ,59.66,2,다세대,212-15,28.6,명성에이스빌3동, ,41111, ,영화동,수원시 장안구
1992, , , ,"13,500",8,6,2021, , ,37.83,3,다세대,392-28,26.9685,"진주맨션(가,나)", ,41111, ,송죽동,수원시 장안구
1984, , , ,"16,000",28,6,2021, , ,79.56,3,연립,769-13,62.075,거화빌라(가동), ,41111, ,조원동,수원시 장안구
1992, , , ,"6,500",21,6,2021, , ,47.86,-1,다세대,321-28,28,동서빌라(라동), ,41111, ,정자동,수원시 장안구
1988, , , ,"8,500",29,6,2021, , ,43.95,1,다세대,742-17,30.89,재광빌라, ,41111, ,조원동,수원시 장안구
2014, , , ,"16,200",25,6,2021, , ,46.92,2,다세대,254-2,28.71,일신해피하우스, ,41111, ,연무동,수원시 장안구
2015, , , ,"24,800",11,6,2021, , ,73.805,4,다세대,443-22,40.46,해비치타운, ,41111, ,송죽동,수원시 장안구
2017, , , ,"18,900",15,6,2021, , ,41.94,5,다세대,272-31,27.89,유진플러스, ,41111, ,송죽동,수원시 장안구
1991, , , ,"10,000",22,6,2021, , ,45.84,3,다세대,765-5,30.4125,협신빌라(다동), ,41111, ,조원동,수원시 장안구
2018, , , ,"25,800",18,6,2021, , ,66.73,4,다세대,161-47,38.9876,성원타운, ,41111, ,율전동,수원시 장안구
1994, , , ,"14,800",18,6,2021, , ,59.96,4,다세대,732-23,42.65,삼정빌라트, ,41111, ,조원동,수원시 장안구
2016, , , ,"16,000",9,6,2021, , ,36.43,2,다세대,229-24,27.17,"창룡빌A,B", ,41111, ,연무동,수원시 장안구
2002, , , ,"11,800",30,6,2021, , ,38.22,1,다세대,414-5,24.4,성지빌라, ,41111, ,율전동,수원시 장안구
1989, , , ,"9,700",25,6,2021, , ,35.05,2,다세대,129-8,27.375,광원빌라(8동), ,41111, ,송죽동,수원시 장안구
1989, , , ,"16,000",24,6,2021, , ,50.1,1,다세대,330-2,50.83,우정빌라, ,41111, ,정자동,수원시 장안구
1990, , , ,"10,000",28,6,2021, , ,45.04,1,다세대,37-5,24.6,진빌라, ,41111, ,정자동,수원시 장안구
1992, , , ,"10,500",26,6,2021, , ,39.42,1,다세대,336-1,36.01,효성하이츠빌라, ,41111, ,정자동,수원시 장안구
1989, , , ,"7,900",19,6,2021, , ,36.3,1,연립,43-91,28.76,삼성주택(43-91), ,41111, ,정자동,수원시 장안구
1989, , , ,"9,500",29,6,2021, , ,36.3,3,다세대,43-92,28.1,삼성주택(43-92), ,41111, ,정자동,수원시 장안구
2016, , , ,"24,000",22,6,2021, , ,58.085,4,다세대,675-1,15.613,안스파크힐, ,41111, ,조원동,수원시 장안구
2019, , , ,"28,000",25,6,2021, , ,55.19,2,다세대,212-6,27.6085,해오름, ,41111, ,연무동,수원시 장안구
2014, ,21.07.29,O,"24,500",26,6,2021, , ,58.78,6,다세대,143-3,31.9,오렌지하우스, ,41111, ,율전동,수원시 장안구
2002, , , ,"18,500",22,6,2021, , ,57.64,4,다세대,773-15,40.34,써니하우스(773-15), ,41111, ,조원동,수원시 장안구
2003, , , ,"10,500",18,6,2021, , ,37.8,4,다세대,252-7,21.74,현민, ,41111, ,연무동,수원시 장안구
2016, , , ,"23,500",17,6,2021, , ,63.05,5,다세대,51-20,42.54,다솜빌라, ,41111, ,정자동,수원시 장안구
2017, , , ,"21,000",12,6,2021, , ,54.3,2,다세대,272-31,36.11,유진플러스, ,41111, ,송죽동,수원시 장안구
1987, , , ,"8,300",15,6,2021, , ,54.9,-1,다세대,770-5,44.66,초원빌라(C동), ,41111, ,조원동,수원시 장안구
1988, , , ,"8,900",23,6,2021, , ,33.97,2,다세대,431-1,29.06,우성빌라(C동), ,41111, ,조원동,수원시 장안구
1993, , , ,"13,500",28,6,2021, , ,50.21,4,다세대,741-11,28.12,교보빌라(3동), ,41111, ,조원동,수원시 장안구
