buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,offiNm,sggCd,sggNm,slerGbn,umdNm,지역구명
2004, , , ,"7,000",22,2,2022,중개거래,경기 수원팔달구,25.27,13,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"12,600",11,2,2022,중개거래,경기 수원팔달구,44.46,6,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
 , , , ,"22,200",9,2,2022,중개거래,경기 수원팔달구,75.73,10,41-1,(41-1),41115,수원시 팔달구, ,구천동,수원시 팔달구
2003, , , ,"8,250",16,2,2022,중개거래,경기 수원팔달구,35.72,6,92-1,블루하우스,41115,수원시 팔달구, ,우만동,수원시 팔달구
2004, , , ,"13,000",12,2,2022,중개거래,경기 수원권선구 경기 수원팔달구,44.46,2,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"8,400",15,2,2022,직거래, ,31.0275,12,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"4,200",13,2,2022,중개거래,경기 수원팔달구,19.14,4,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"12,800",8,2,2022,중개거래,경기 수원팔달구,55.25,5,40-3,대주파크빌,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2003, , , ,"5,900",9,2,2022,중개거래,경기 수원팔달구,21.38,8,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구
1991, , , ,"5,800",12,2,2022,중개거래,경기 수원팔달구,29.94,9,1046-19,수원프라자,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"8,750",11,2,2022,중개거래,경기 수원팔달구,31.044,4,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"8,000",9,2,2022,중개거래,경기 수원팔달구,31.0275,9,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"7,800",3,2,2022,중개거래,경기 수원권선구,25.956,3,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"12,800",4,2,2022,중개거래,경기 수원팔달구,37.5,11,1046-13,에스팝타워,41115,수원시 팔달구, ,인계동,수원시 팔달구
2013, , , ,"18,920",24,2,2022,직거래, ,42.5148,8,1257-4,광교 파인렉스2,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"18,920",24,2,2022,직거래, ,42.5148,9,1257-4,광교 파인렉스2,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"13,800",28,2,2022,중개거래,경기 수원영통구,28.83,6,1257-3,Eastern Tower,41117,수원시 영통구, ,이의동,수원시 영통구
2017, , , ,"15,000",23,2,2022,중개거래,경기 수원영통구,24.38,8,998-7,(998-7),41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"28,500",23,2,2022,중개거래,경기 성남분당구,32.849,11,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"15,250",19,2,2022,중개거래,경기 수원영통구,27.24,10,1348-2,광교하이니티,41117,수원시 영통구, ,이의동,수원시 영통구
2001, , , ,"8,200",26,2,2022,중개거래,경기 수원영통구,41.94,8,1021-4,청명타운텔,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"17,000",18,2,2022,중개거래,경기 수원영통구,25.232,3,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"19,800",16,2,2022,중개거래,경기 수원영통구,21.58,7,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,000",18,2,2022,중개거래,경기 수원영통구,21.58,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2016, ,22.03.17,O,"12,100",18,2,2022,중개거래,경기 수원영통구,21.3517,9,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,500",15,2,2022,중개거래,경기 수원영통구,21.58,18,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"18,000",25,2,2022,중개거래,경기 수원영통구,24.11,8,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2019, , , ,"125,000",11,2,2022,중개거래,경기 수원영통구,84.2374,8,589,광교중흥에스클래스,41117,수원시 영통구, ,원천동,수원시 영통구
2015, , , ,"20,800",16,2,2022,중개거래,경기 수원영통구,26.16,9,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2022, ,22.04.21,O,"89,060",24,2,2022,중개거래,경기 수원영통구,71.5218,26,605,더샵 광교레이크시티,41117,수원시 영통구, ,원천동,수원시 영통구
2018, , , ,"21,000",21,2,2022,중개거래,경기 수원영통구,22.83,10,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,000",28,2,2022,중개거래,경기 수원영통구,21.58,13,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,500",14,2,2022,중개거래,경기 수원영통구,22.83,6,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2017, ,22.03.14,O,"15,000",23,2,2022,중개거래,경기 수원영통구,24.38,8,998-7,(998-7),41117,수원시 영통구, ,영통동,수원시 영통구
2018, , , ,"21,000",14,2,2022,중개거래,경기 수원영통구,22.83,5,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,000",4,2,2022,중개거래,경기 수원영통구,21.58,18,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2003, , , ,"7,900",26,2,2022,중개거래,경기 수원영통구,28.56,9,1024-14,경희유니빌,41117,수원시 영통구, ,영통동,수원시 영통구
2018, , , ,"22,500",4,2,2022,중개거래,경기 수원영통구,21.58,10,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, ,22.06.16,O,"19,700",4,2,2022,중개거래,경기 수원영통구,21.58,6,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, ,22.06.09,O,"22,000",10,2,2022,중개거래,경기 수원영통구,22.83,7,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2016, , , ,"30,000",12,2,2022,중개거래,경기 수원영통구,40.3931,5,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"21,000",11,2,2022,중개거래,경기 수원영통구,22.83,14,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, ,22.04.19,O,"20,000",19,2,2022,중개거래,경기 수원영통구,21.58,9,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,500",10,2,2022,중개거래,경기 수원영통구,22.83,17,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"39,900",15,2,2022,중개거래,경기 수원영통구,35.19,10,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"7,250",25,2,2022,중개거래,경기 수원영통구,27.74,15,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"16,500",25,2,2022,중개거래,경기 수원영통구,22.62,8,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"16,500",25,2,2022,중개거래,경기 수원영통구,24.11,4,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"16,500",25,2,2022,중개거래,경기 수원영통구,24.11,8,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"16,500",25,2,2022,중개거래,경기 수원영통구,23.74,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"55,000",18,2,2022,중개거래,경기 수원영통구,48.61,26,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"16,500",25,2,2022,중개거래,경기 수원영통구,24.11,9,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"16,500",25,2,2022,중개거래,경기 수원영통구,22.62,5,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"17,500",25,2,2022,중개거래,경기 수원영통구,24.97,11,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"17,450",24,2,2022,중개거래,경기 수원영통구,24.97,13,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"16,700",23,2,2022,직거래, ,27.5645,9,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"15,000",3,2,2022,직거래, ,26.71,8,1348-2,광교하이니티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"18,000",3,2,2022,직거래, ,24.98,6,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2012, , , ,"19,400",16,2,2022,중개거래,경기 수원영통구,31.67,13,1351-1,광교데시앙루브,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"17,500",21,2,2022,중개거래,경기 수원영통구,24.97,9,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,000",10,2,2022,중개거래,경기 수원영통구,22.83,14,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"18,000",19,2,2022,중개거래,경기 수원영통구,24.11,11,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"21,000",19,2,2022,중개거래,경기 수원영통구,21.58,14,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"33,000",11,2,2022,중개거래,경기 수원영통구 경기 수원장안구,31.33,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2017, , , ,"27,000",23,2,2022,중개거래,경기 수원영통구,43.1241,10,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"17,400",18,2,2022,중개거래,경기 수원영통구,22.62,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"22,900",19,2,2022,중개거래,경기 수원영통구,34.2976,10,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,000",11,2,2022,중개거래,경기 수원영통구,22.83,4,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"6,600",22,2,2022,중개거래,경기 수원영통구,25.99,12,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"15,500",8,2,2022,직거래, ,23.5642,13,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"22,900",19,2,2022,중개거래,경기 수원시 영통구,22.83,9,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"7,700",21,2,2022,중개거래,경기 수원영통구,31.7,11,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"15,000",18,2,2022,중개거래,경기 수원영통구,22.5095,11,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"16,800",21,2,2022,중개거래,경기 수원영통구,24.97,9,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2016, , , ,"12,700",21,2,2022,중개거래,경기 수원영통구,21.3517,6,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구
2012, , , ,"16,200",12,2,2022,중개거래,경기 수원영통구,28.96,7,1330,광교서희스타힐스오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2012, , , ,"28,700",19,2,2022,중개거래,경기 수원영통구,48.556,11,1330,광교서희스타힐스오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, ,22.04.02,O,"21,000",5,2,2022,중개거래,경기 수원영통구,22.83,5,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"12,000",19,2,2022,중개거래,경기 수원영통구,21.19,6,1258-1,킴앤코 시티하임II,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,500",11,2,2022,중개거래,경기 수원영통구,22.83,5,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2012, , , ,"17,000",14,2,2022,중개거래,경기 수원영통구,29.865,10,1330,광교서희스타힐스오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"18,500",16,2,2022,중개거래,경기 수원영통구,24.11,6,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2012, , , ,"18,000",9,2,2022,중개거래,경기 수원영통구,29.45,11,1351-1,광교데시앙루브,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"15,500",8,2,2022,직거래, ,24.2753,12,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"10,500",18,2,2022,중개거래,경기 수원시 영통구,16.803,5,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"17,000",17,2,2022,중개거래,경기 수원영통구,22.62,5,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,500",14,2,2022,중개거래,경기 수원시 영통구,22.83,15,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2017, , , ,"30,900",12,2,2022,중개거래,경기 수원영통구,39.9075,10,1255-2,테라스힐2,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"25,000",9,2,2022,중개거래,경기 수원영통구 경기 용인수지구,29.96,5,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"8,700",8,2,2022,중개거래,경기 수원영통구,36.23,14,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2008, , , ,"19,000",5,2,2022,중개거래,경기 수원영통구,53.3062,7,996-3,대우 월드마크 영통,41117,수원시 영통구, ,영통동,수원시 영통구
2015, ,22.03.28,O,"31,800",17,2,2022,중개거래,경기 수원영통구,31.17,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"19,500",4,2,2022,중개거래,경기 수원영통구,22.83,7,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"15,000",11,2,2022,중개거래,경기 수원영통구,20.43,13,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"10,200",14,2,2022,중개거래,경기 수원영통구,16.803,6,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"43,000",11,2,2022,중개거래,경기 수원영통구,46.91,1,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"84,700",5,2,2022,중개거래,경기 수원영통구,84.83,2,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2018, , , ,"21,000",10,2,2022,중개거래,경기 수원영통구,22.83,9,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"14,000",8,2,2022,직거래, ,23.5642,14,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"37,500",9,2,2022,중개거래,경기 수원영통구,33.77,13,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2017, , , ,"29,000",9,2,2022,중개거래,경기 수원영통구,43.0628,19,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구
2014, ,22.09.27,O,"16,000",4,2,2022,직거래, ,23.5642,8,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"16,500",4,2,2022,직거래, ,27.5645,13,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"23,000",7,2,2022,중개거래,경기 수원영통구,34.2976,7,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구
2020, , , ,"60,000",5,2,2022,중개거래,경기 수원영통구,59.4044,15,1336,힐스테이트 광교중앙역,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"17,500",7,2,2022,중개거래,경기 수원영통구,24.97,15,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"11,500",7,2,2022,중개거래,경기 수원영통구,16.803,7,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"16,400",3,2,2022,직거래, ,27.5645,12,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"17,000",3,2,2022,중개거래,경기 수원영통구,22.62,6,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"14,500",3,2,2022,중개거래,경기 수원영통구,20.43,3,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,000",3,2,2022,중개거래,경기 수원영통구,22.83,13,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"13,600",3,2,2022,중개거래,경기 하남시,20.43,3,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2003, , , ,"10,800",31,3,2022,중개거래,경기 수원장안구,34,7,894,일호골든타워,41111,수원시 장안구, ,조원동,수원시 장안구
2006, , , ,"10,000",22,3,2022,중개거래,경기 수원장안구,30.49,3,514,수원로얄팰리스,41111,수원시 장안구, ,송죽동,수원시 장안구
2003, , , ,"8,000",14,3,2022,중개거래,경기 수원장안구,30.37,11,877-4,정연메이져1동,41111,수원시 장안구, ,정자동,수원시 장안구
2006, , , ,"11,900",5,3,2022,중개거래,경기 수원장안구,29.26,3,514,수원로얄팰리스,41111,수원시 장안구, ,송죽동,수원시 장안구
2005, , , ,"9,400",26,3,2022,중개거래,경기 수원팔달구,30.98,6,1010-1,청광 노블하임,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"23,000",26,3,2022,중개거래,경기 수원권선구,68.08,7,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구
2018, , , ,"15,500",27,3,2022,중개거래,경기 수원권선구,33.997,9,1114,딜라이트1,41113,수원시 권선구, ,금곡동,수원시 권선구
2019, , , ,"21,000",22,3,2022,중개거래,경기 수원권선구,46.59,8,1115-1,아주리센 테라스파크,41113,수원시 권선구, ,금곡동,수원시 권선구
2018, , , ,"18,800",21,3,2022,중개거래,경기 수원권선구,50.5715,4,1115-2,로얄팰리스 2차,41113,수원시 권선구, ,금곡동,수원시 권선구
2004, ,22.04.15,O,"12,500",21,3,2022,중개거래,경기 수원권선구,32.7,5,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"9,200",26,3,2022,중개거래,경기 수원권선구,35,4,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"10,300",14,3,2022,중개거래,경기 수원권선구,29.17,10,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구
2003, , , ,"7,800",29,3,2022,중개거래,경기 수원권선구,31.095,6,1311-6,에스띠보보 1차,41113,수원시 권선구, ,권선동,수원시 권선구
2018, , , ,"14,000",19,3,2022,중개거래,경기 수원권선구,33.997,5,1114,딜라이트1,41113,수원시 권선구, ,금곡동,수원시 권선구
2004, , , ,"10,500",10,3,2022,중개거래,경기 수원권선구,31.2,15,1023-2,이오스 오피스텔,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"12,500",12,3,2022,중개거래,경기 수원권선구,32.7,13,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"12,000",12,3,2022,중개거래,경기 수원권선구,32.7,8,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"22,500",19,3,2022,중개거래,경기 수원권선구,68.08,10,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"20,000",12,3,2022,중개거래,경기 수원권선구,58.55,6,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구
2018, , , ,"20,000",10,3,2022,중개거래,경기 수원권선구,50.5715,4,1115-2,로얄팰리스 2차,41113,수원시 권선구, ,금곡동,수원시 권선구
2004, , , ,"10,800",12,3,2022,중개거래,경기 수원권선구,29.17,13,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구
2016, , , ,"23,000",9,3,2022,중개거래,경기 수원팔달구,79.02,4,544-54,Lee Do Park View,41113,수원시 권선구, ,세류동,수원시 권선구
2017, , , ,"9,300",11,3,2022,중개거래,경기 수원권선구,24.48,9,1118-1,세종타운721,41113,수원시 권선구, ,금곡동,수원시 권선구
2003, , , ,"8,200",9,3,2022,중개거래,경기 수원권선구,32.775,6,1311-6,에스띠보보 1차,41113,수원시 권선구, ,권선동,수원시 권선구
2008, , , ,"25,000",29,3,2022,중개거래,경기 수원팔달구,81.496,4,1114-9,(1114-9),41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"9,700",14,3,2022,중개거래,경기 수원팔달구,37.6425,13,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"5,000",31,3,2022,중개거래,경기 수원팔달구,19.14,9,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, ,22.06.10,O,"16,600",11,3,2022,중개거래,경기 수원권선구 경기 수원팔달구,60.06,7,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"14,000",22,3,2022,중개거래,경기 수원권선구,39.53,7,1046-13,에스팝타워,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"29,800",29,3,2022,중개거래,경기 수원팔달구,89.009,24,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"8,400",29,3,2022,중개거래,경기 수원시 권선구,25.956,9,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"8,800",12,3,2022,중개거래,경기 수원팔달구,31.0275,12,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"5,700",3,3,2022,중개거래,경기 수원팔달구,19.95,14,1134-4,트윈파크에이동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"4,000",18,3,2022,직거래, ,19.14,5,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"8,700",26,3,2022,중개거래,경기 수원영통구 경기 수원팔달구,31.0275,8,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"30,000",19,3,2022,중개거래,경기 수원팔달구,66.2664,14,1124-1,수원인계자이오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2003, , , ,"8,200",21,3,2022,중개거래,경기 수원팔달구,30.62,15,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"44,500",10,3,2022,중개거래,경기 수원팔달구,107.92,17,1116-5,인계동 삼환 아르누보파크,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"4,500",12,3,2022,중개거래,경기 수원권선구,19.14,3,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"13,300",23,3,2022,중개거래,경기 수원팔달구,36.917,8,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구
2008, , , ,"25,000",9,3,2022,중개거래,경기 수원팔달구,82.92,3,1114-9,(1114-9),41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"8,000",10,3,2022,중개거래,경기 수원팔달구,26.014,4,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2003, , , ,"8,500",2,3,2022,중개거래,경기 수원팔달구,28.08,8,57-105,비젼포에버,41115,수원시 팔달구, ,매산로1가,수원시 팔달구
2005, , , ,"8,400",12,3,2022,중개거래,경기 수원팔달구,31.0275,9,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"7,600",7,3,2022,중개거래,경기 수원권선구 경기 수원팔달구,27.81,5,1135-8,삼부르네상스오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"7,500",1,3,2022,중개거래,경기 수원팔달구,26.014,12,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"5,200",5,3,2022,중개거래,경기 수원시 팔달구,21.12,13,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"6,400",7,3,2022,중개거래,경기 수원팔달구,27.19,7,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2005, , , ,"8,500",12,3,2022,중개거래,경기 수원팔달구,31.0275,15,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"14,300",15,3,2022,중개거래,경기 수원시 팔달구,39.53,17,1046-13,에스팝타워,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"14,100",8,3,2022,중개거래,경기 수원팔달구,44.46,2,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"6,470",5,3,2022,중개거래,경기 수원팔달구,27.19,9,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2004, , , ,"5,000",2,3,2022,중개거래,경기 수원팔달구,19.14,12,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"13,750",2,3,2022,중개거래,경기 수원팔달구,53.75,9,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2003, , , ,"9,500",5,3,2022,중개거래,경기 수원팔달구,35.14,15,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구
2003, , , ,"8,500",3,3,2022,중개거래,경기 수원팔달구,30.62,9,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"12,600",2,3,2022,중개거래,경기 수원팔달구,43.47,16,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2018, , , ,"20,000",31,3,2022,중개거래,경기 수원영통구,22.83,16,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"17,500",30,3,2022,중개거래,경기 수원영통구,24.11,5,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"12,000",29,3,2022,중개거래,경기 수원영통구,25.35,5,1257-4,광교 파인렉스2,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"16,500",31,3,2022,중개거래,경기 수원시 영통구,27.5645,8,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
