,건축년도,보증금.만원.,거래금액.만원.,전세가율,주택유형,본번,부번,층,도로명,단지명,전용면적,시군구
8917,2014,27100,46900,57.78251599,아파트,1076,0,10,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8918,2014,27000,52750,51.18483412,아파트,1076,0,10,서수원로577번길 263,호매실더센트라고,84.77,경기도 수원시 권선구 금곡동
8919,2014,27850,44500,62.58426966,아파트,1076,0,11,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8920,2014,36000,63000,57.14285714,아파트,1076,0,11,서수원로577번길 263,호매실더센트라고,84.61,경기도 수원시 권선구 금곡동
8921,2014,29833.33333,50000,59.66666667,아파트,1076,0,12,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8922,2014,30450,53500,56.91588785,아파트,1076,0,13,서수원로577번길 263,호매실더센트라고,84.93,경기도 수원시 권선구 금곡동
8923,2014,33500,45000,74.44444444,아파트,1076,0,14,서수원로577번길 263,호매실더센트라고,59.81,경기도 수원시 권선구 금곡동
8924,2008,24925,31310,79.60715426,아파트,1076,1,7,세권로 140,해피하임,84.85,경기도 수원시 권선구 세류동
8925,2017,42000,64857.14286,64.75770925,아파트,1077,0,1,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8926,2017,41500,66400,62.5,아파트,1077,0,2,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8927,2017,45000,71500,62.93706294,아파트,1077,0,2,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.9728,경기도 수원시 권선구 금곡동
8928,2017,35625,67333.33333,52.90841584,아파트,1077,0,3,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8929,2017,50000,75500,66.22516556,아파트,1077,0,3,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8930,2017,45583.33333,73000,62.44292237,아파트,1077,0,4,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8931,2017,35000,62300,56.17977528,아파트,1077,0,4,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.9728,경기도 수원시 권선구 금곡동
8932,2017,38200,71700,53.27754533,아파트,1077,0,5,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8933,2017,26500,69250,38.26714801,아파트,1077,0,6,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8934,2017,42785.71429,80350,53.2491777,아파트,1077,0,6,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8935,2017,53000,75000,70.66666667,아파트,1077,0,7,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8936,2017,52333.33333,63500,82.41469816,아파트,1077,0,7,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.8817,경기도 수원시 권선구 금곡동
8937,2017,43500,59625,72.95597484,아파트,1077,0,8,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8938,2017,48200,71800,67.13091922,아파트,1077,0,9,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.8817,경기도 수원시 권선구 금곡동
8939,2017,32666.66667,59333.33333,55.05617978,아파트,1077,0,10,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8940,2017,50000,92000,54.34782609,아파트,1077,0,10,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8941,2017,38750,71700,54.0446304,아파트,1077,0,11,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8942,2017,52000,73500,70.74829932,아파트,1077,0,11,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8943,2017,44000,77800,56.55526992,아파트,1077,0,11,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.8817,경기도 수원시 권선구 금곡동
8944,2017,44000,66500,66.16541353,아파트,1077,0,12,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8945,2017,49000,76000,64.47368421,아파트,1077,0,12,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8946,2017,40500,73900,54.8037889,아파트,1077,0,13,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8947,2017,38550,67950,56.73289183,아파트,1077,0,14,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8948,2017,39240,75033.33333,52.296757,아파트,1077,0,16,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8949,2017,39825,60000,66.375,아파트,1077,0,16,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.9728,경기도 수원시 권선구 금곡동
8950,2017,42000,70000,60,아파트,1077,0,17,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8951,2017,41500,62000,66.93548387,아파트,1077,0,18,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8952,2017,42000,67375,62.33766234,아파트,1077,0,19,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8953,2017,43800,67000,65.37313433,아파트,1077,0,20,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.9728,경기도 수원시 권선구 금곡동
8954,2017,50450,93000,54.24731183,아파트,1077,0,20,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8955,2017,40750,72750,56.0137457,아파트,1077,0,21,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8956,2017,35000,84300,41.51838671,아파트,1077,0,21,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.8817,경기도 수원시 권선구 금곡동
8957,2017,44833.33333,64500,69.50904393,아파트,1077,0,22,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8958,2017,52833.33333,70000,75.47619048,아파트,1077,0,22,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.8817,경기도 수원시 권선구 금곡동
8959,2017,44500,74750,59.53177258,아파트,1077,0,23,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.8817,경기도 수원시 권선구 금곡동
8960,2017,40340,61500,65.59349593,아파트,1077,0,24,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8961,2017,37000,71050,52.07600281,아파트,1077,0,24,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.9728,경기도 수원시 권선구 금곡동
8962,2017,55600,77000,72.20779221,아파트,1077,0,24,서수원로577번길 305,수원모아미래도센트럴타운2단지,99.7854,경기도 수원시 권선구 금곡동
8963,2017,45866.66667,63400,72.34490011,아파트,1077,0,25,서수원로577번길 305,수원모아미래도센트럴타운2단지,84.8763,경기도 수원시 권선구 금곡동
8964,2017,38900,64500,60.31007752,아파트,1078,0,2,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.8763,경기도 수원시 권선구 금곡동
8965,2017,45700,68666.66667,66.55339806,아파트,1078,0,2,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8966,2017,50000,75250,66.44518272,아파트,1078,0,2,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.8817,경기도 수원시 권선구 금곡동
8967,2017,34500,63500,54.33070866,아파트,1078,0,4,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.8763,경기도 수원시 권선구 금곡동
8968,2017,40000,84500,47.33727811,아파트,1078,0,4,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.9728,경기도 수원시 권선구 금곡동
8969,2017,49700,66750,74.45692884,아파트,1078,0,4,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8970,2017,41333.33333,83000,49.79919679,아파트,1078,0,5,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.8763,경기도 수원시 권선구 금곡동
8971,2017,54000,78000,69.23076923,아파트,1078,0,5,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8972,2017,55000,65000,84.61538462,아파트,1078,0,5,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.8817,경기도 수원시 권선구 금곡동
8973,2017,42000,76000,55.26315789,아파트,1078,0,7,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8974,2017,48000,77500,61.93548387,아파트,1078,0,8,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8975,2017,44000,70500,62.41134752,아파트,1078,0,8,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.8817,경기도 수원시 권선구 금곡동
8976,2017,41000,70000,58.57142857,아파트,1078,0,9,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.9728,경기도 수원시 권선구 금곡동
8977,2017,54000,73000,73.97260274,아파트,1078,0,10,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.9728,경기도 수원시 권선구 금곡동
8978,2017,43500,77000,56.49350649,아파트,1078,0,10,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8979,2017,51833.33333,77600,66.79553265,아파트,1078,0,10,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.8817,경기도 수원시 권선구 금곡동
8980,2017,44000,79000,55.69620253,아파트,1078,0,12,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8981,2017,51250,72000,71.18055556,아파트,1078,0,14,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8982,2017,40950,74800,54.7459893,아파트,1078,0,14,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.8817,경기도 수원시 권선구 금곡동
8983,2017,50500,72000,70.13888889,아파트,1078,0,15,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8984,2017,46500,73350,63.39468303,아파트,1078,0,16,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.8763,경기도 수원시 권선구 금곡동
8985,2017,39500,64000,61.71875,아파트,1078,0,16,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.9728,경기도 수원시 권선구 금곡동
8986,2017,48250,73000,66.09589041,아파트,1078,0,16,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8987,2017,49000,75000,65.33333333,아파트,1078,0,16,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.8817,경기도 수원시 권선구 금곡동
8988,2017,41000,70000,58.57142857,아파트,1078,0,17,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.8763,경기도 수원시 권선구 금곡동
8989,2017,50000,69800,71.63323782,아파트,1078,0,17,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.9728,경기도 수원시 권선구 금곡동
8990,2017,47000,77000,61.03896104,아파트,1078,0,17,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8991,2017,52300,81250,64.36923077,아파트,1078,0,18,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8992,2017,40000,56000,71.42857143,아파트,1078,0,19,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.9728,경기도 수원시 권선구 금곡동
8993,2017,49100,78233.33333,62.76097145,아파트,1078,0,19,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8994,2017,47166.66667,95200,49.54481793,아파트,1078,0,20,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8995,2017,42000,74100,56.68016194,아파트,1078,0,21,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8996,2017,59566.66667,83150,71.63760273,아파트,1078,0,22,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
8997,2017,43000,75800,56.72823219,아파트,1078,0,22,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.8817,경기도 수원시 권선구 금곡동
8998,2017,44835.71429,80000,56.04464286,아파트,1078,0,23,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.9728,경기도 수원시 권선구 금곡동
8999,2017,46666.66667,79966.66667,58.35764902,아파트,1078,0,23,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
9000,2017,55000,72000,76.38888889,아파트,1078,0,24,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
9001,2017,40000,71000,56.33802817,아파트,1078,0,25,서수원로577번길 341,수원모아미래도센트럴타운1단지,84.8763,경기도 수원시 권선구 금곡동
9002,2017,50600,69250,73.06859206,아파트,1078,0,25,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.7854,경기도 수원시 권선구 금곡동
9003,2017,48500,76666.66667,63.26086957,아파트,1078,0,25,서수원로577번길 341,수원모아미래도센트럴타운1단지,99.8817,경기도 수원시 권선구 금곡동
9004,2011,31500,45000,70,아파트,1081,0,1,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9005,2011,38500,53266.66667,72.27784731,아파트,1081,0,1,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9006,2011,34500,49000,70.40816327,아파트,1081,0,2,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9007,2011,32000,45950,69.64091404,아파트,1081,0,2,금곡로 46,호매실역서희스타힐스,74.98,경기도 수원시 권선구 금곡동
9008,2011,34833.33333,50900,68.43483955,아파트,1081,0,2,금곡로 46,호매실역서희스타힐스,84.95,경기도 수원시 권선구 금곡동
9009,2011,33500,43150,77.63615295,아파트,1081,0,2,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9010,2011,35800,52533.33333,68.14720812,아파트,1081,0,3,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9011,2011,35000,51750,67.63285024,아파트,1081,0,3,금곡로 46,호매실역서희스타힐스,84.95,경기도 수원시 권선구 금곡동
9012,2011,29000,53200,54.5112782,아파트,1081,0,3,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9013,2011,41000,49280,83.19805195,아파트,1081,0,4,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9014,2011,36500,53338.46154,68.4309201,아파트,1081,0,4,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9015,2011,36000,53000,67.9245283,아파트,1081,0,4,금곡로 46,호매실역서희스타힐스,84.95,경기도 수원시 권선구 금곡동
9016,2011,35666.66667,53650,66.48027338,아파트,1081,0,4,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9017,2011,27000,47633.33333,56.6829951,아파트,1081,0,5,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9018,2011,35055.55556,53700,65.28036416,아파트,1081,0,5,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9019,2011,35333.33333,60750,58.16186557,아파트,1081,0,5,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9020,2011,36500,49933.33333,73.09746328,아파트,1081,0,6,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9021,2011,35944.44444,54200,66.31816318,아파트,1081,0,6,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9022,2011,45000,53666.66667,83.85093168,아파트,1081,0,6,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9023,2011,35222.22222,51822.22222,67.96740995,아파트,1081,0,7,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9024,2011,45000,54875,82.00455581,아파트,1081,0,7,금곡로 46,호매실역서희스타힐스,84.95,경기도 수원시 권선구 금곡동
9025,2011,32250,166375,19.38392186,아파트,1081,0,8,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9026,2011,41000,53520,76.60687593,아파트,1081,0,8,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9027,2011,26000,57000,45.61403509,아파트,1081,0,8,금곡로 46,호매실역서희스타힐스,84.95,경기도 수원시 권선구 금곡동
9028,2011,35500,54500,65.13761468,아파트,1081,0,8,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9029,2011,31600,52080,60.67588326,아파트,1081,0,9,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9030,2011,34150,52216.66667,65.40057453,아파트,1081,0,9,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9031,2011,35600,57357.14286,62.06724782,아파트,1081,0,9,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9032,2011,34250,49150,69.68463886,아파트,1081,0,10,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9033,2011,30000,51800,57.91505792,아파트,1081,0,10,금곡로 46,호매실역서희스타힐스,74.98,경기도 수원시 권선구 금곡동
9034,2011,35500,54442.85714,65.20598268,아파트,1081,0,10,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9035,2011,34500,53440,64.55838323,아파트,1081,0,10,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9036,2011,36000,54250,66.359447,아파트,1081,0,11,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9037,2011,36000,56283.33333,63.96209654,아파트,1081,0,11,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9038,2011,28000,50500,55.44554455,아파트,1081,0,11,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9039,2011,37000,53625,68.997669,아파트,1081,0,12,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9040,2011,37000,57566.66667,64.27330631,아파트,1081,0,12,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9041,2011,29000,48066.66667,60.33287101,아파트,1081,0,13,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9042,2011,38250,56666.66667,67.5,아파트,1081,0,13,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9043,2011,30000,51000,58.82352941,아파트,1081,0,15,금곡로 46,호매실역서희스타힐스,74.93,경기도 수원시 권선구 금곡동
9044,2011,36000,55250,65.15837104,아파트,1081,0,15,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9045,2011,40000,53850,74.28040854,아파트,1081,0,16,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9046,2011,35500,54000,65.74074074,아파트,1081,0,16,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9047,2011,30750,54800,56.11313869,아파트,1081,0,17,금곡로 46,호매실역서희스타힐스,84.85,경기도 수원시 권선구 금곡동
9048,2011,35666.66667,56866.66667,62.71981243,아파트,1081,0,18,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9049,2011,34700,46750,74.22459893,아파트,1081,0,19,금곡로 46,호매실역서희스타힐스,84.98,경기도 수원시 권선구 금곡동
9050,2002,29000,57500,50.43478261,아파트,1093,0,1,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9051,2002,45000,59000,76.27118644,아파트,1093,0,1,봉영로1482번길 18,영통3풍림아이원,124.251,경기도 수원시 영통구 영통동
9052,2002,33572.22222,48250,69.57973518,아파트,1093,0,2,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9053,2002,37633.33333,50760,74.13974258,아파트,1093,0,3,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9054,2002,33666.66667,47925,70.24865241,아파트,1093,0,4,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9055,2002,35900,45600,78.72807018,아파트,1093,0,5,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9056,2002,28800,52666.66667,54.6835443,아파트,1093,0,6,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9057,2002,32500,53700,60.52141527,아파트,1093,0,6,봉영로1482번길 18,영통3풍림아이원,124.251,경기도 수원시 영통구 영통동
9058,2002,34242.85714,47500,72.09022556,아파트,1093,0,7,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9059,2002,38000,63500,59.84251969,아파트,1093,0,7,봉영로1482번길 18,영통3풍림아이원,124.251,경기도 수원시 영통구 영통동
9060,2002,25241.66667,47687.5,52.9314111,아파트,1093,0,8,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9061,2002,37000,52742.85714,70.15167931,아파트,1093,0,10,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9062,2002,34666.66667,52000,66.66666667,아파트,1093,0,11,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9063,2002,41500,50514.28571,82.15497738,아파트,1093,0,12,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9064,2002,40500,52000,77.88461538,아파트,1093,0,13,봉영로1482번길 18,영통3풍림아이원,124.251,경기도 수원시 영통구 영통동
9065,2002,33875,50625,66.91358025,아파트,1093,0,14,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9066,2002,33687.5,52071.42857,64.69478738,아파트,1093,0,15,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9067,2002,39166.66667,47700,82.1104123,아파트,1093,0,16,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9068,2002,37500,66800,56.13772455,아파트,1093,0,16,봉영로1482번길 18,영통3풍림아이원,124.251,경기도 수원시 영통구 영통동
9069,2002,30000,47500,63.15789474,아파트,1093,0,17,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9070,2002,39000,48883.33333,79.78179339,아파트,1093,0,18,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9071,2002,34500,49833.33333,69.23076923,아파트,1093,0,19,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9072,2002,31333.33333,48850,64.14193108,아파트,1093,0,20,봉영로1482번길 18,영통3풍림아이원,84.877,경기도 수원시 영통구 영통동
9073,2002,31000,59800,51.83946488,아파트,1093,0,20,봉영로1482번길 18,영통3풍림아이원,124.251,경기도 수원시 영통구 영통동
9074,2014,38000,48000,79.16666667,아파트,1100,0,1,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9075,2014,29000,57900,50.08635579,아파트,1100,0,1,금곡로 20,Y CITY(와이시티),84.95,경기도 수원시 권선구 금곡동
9076,2014,35333.33333,55000,64.24242424,아파트,1100,0,1,금곡로 20,Y CITY(와이시티),84.97,경기도 수원시 권선구 금곡동
9077,2014,33500,38000,88.15789474,아파트,1100,0,2,금곡로 20,Y CITY(와이시티),74.98,경기도 수원시 권선구 금곡동
9078,2014,33000,45500,72.52747253,아파트,1100,0,2,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9079,2014,28000,44500,62.92134831,아파트,1100,0,2,금곡로 20,Y CITY(와이시티),84.93,경기도 수원시 권선구 금곡동
9080,2014,29400,58000,50.68965517,아파트,1100,0,2,금곡로 20,Y CITY(와이시티),84.97,경기도 수원시 권선구 금곡동
9081,2014,30000,48000,62.5,아파트,1100,0,3,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9082,2014,27000,60000,45,아파트,1100,0,3,금곡로 20,Y CITY(와이시티),84.95,경기도 수원시 권선구 금곡동
9083,2014,29400,52833.33333,55.6466877,아파트,1100,0,3,금곡로 20,Y CITY(와이시티),84.97,경기도 수원시 권선구 금곡동
9084,2014,26000,50000,52,아파트,1100,0,4,금곡로 20,Y CITY(와이시티),74.98,경기도 수원시 권선구 금곡동
9085,2014,37600,51050,73.6532811,아파트,1100,0,4,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9086,2014,32000,45000,71.11111111,아파트,1100,0,5,금곡로 20,Y CITY(와이시티),74.94,경기도 수원시 권선구 금곡동
9087,2014,33000,43500,75.86206897,아파트,1100,0,5,금곡로 20,Y CITY(와이시티),84.77,경기도 수원시 권선구 금곡동
9088,2014,31000,50333.33333,61.58940397,아파트,1100,0,5,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9089,2014,30500,45800,66.59388646,아파트,1100,0,6,금곡로 20,Y CITY(와이시티),74.94,경기도 수원시 권선구 금곡동
9090,2014,44000,54000,81.48148148,아파트,1100,0,6,금곡로 20,Y CITY(와이시티),84.97,경기도 수원시 권선구 금곡동
9091,2014,37000,49700,74.44668008,아파트,1100,0,7,금곡로 20,Y CITY(와이시티),84.77,경기도 수원시 권선구 금곡동
9092,2014,26766.66667,59700,44.83528755,아파트,1100,0,7,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9093,2014,32800,60633.33333,54.09565695,아파트,1100,0,7,금곡로 20,Y CITY(와이시티),84.97,경기도 수원시 권선구 금곡동
9094,2014,36691.66667,44500,82.45318352,아파트,1100,0,8,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9095,2014,30716.66667,51500,59.64401294,아파트,1100,0,8,금곡로 20,Y CITY(와이시티),84.97,경기도 수원시 권선구 금곡동
9096,2014,28000,48000,58.33333333,아파트,1100,0,9,금곡로 20,Y CITY(와이시티),84.97,경기도 수원시 권선구 금곡동
9097,2014,32550,55000,59.18181818,아파트,1100,0,10,금곡로 20,Y CITY(와이시티),84.95,경기도 수원시 권선구 금곡동
9098,2014,29500,52000,56.73076923,아파트,1100,0,11,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9099,2014,31500,49000,64.28571429,아파트,1100,0,11,금곡로 20,Y CITY(와이시티),84.95,경기도 수원시 권선구 금곡동
9100,2014,39000,54666.66667,71.34146341,아파트,1100,0,12,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9101,2014,26650,45450,58.63586359,아파트,1100,0,12,금곡로 20,Y CITY(와이시티),84.97,경기도 수원시 권선구 금곡동
9102,2014,35500,50000,71,아파트,1100,0,13,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9103,2014,34290,62250,55.08433735,아파트,1100,0,14,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
9104,2014,29175,48900,59.66257669,아파트,1100,0,14,금곡로 20,Y CITY(와이시티),84.97,경기도 수원시 권선구 금곡동
9105,2014,31616.66667,51666.66667,61.19354839,아파트,1100,0,15,금곡로 20,Y CITY(와이시티),84.79,경기도 수원시 권선구 금곡동
