buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,offiNm,sggCd,sggNm,slerGbn,umdNm,지역구명,본번,부번
2015, , , ,15700.0,17,11,2023,중개거래,경기 수원영통구,22.62,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2017, , , ,14400.0,25,11,2023,중개거래,경기 용인기흥구,26.0811,7,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2003, , , ,6000.0,28,11,2023,중개거래,경기 수원영통구,24.42,8,947-8,Y.T오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구,947,8
2018, , , ,76500.0,13,11,2023,중개거래,경기 수원영통구,84.9967,8,593,광교아이파크,41117,수원시 영통구, ,원천동,수원시 영통구,593,0
2023, , , ,43252.0,23,11,2023,중개거래,경기 수원영통구,49.4303,8,1351-4,e편한세상 시티 광교,41117,수원시 영통구, ,이의동,수원시 영통구,1351,4
2014, , , ,49000.0,24,11,2023,중개거래,경기 수원시 영통구,62.99,11,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2018, , , ,18300.0,27,11,2023,중개거래,경기 수원영통구,21.58,15,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2015, , , ,30000.0,22,11,2023,직거래, ,35.378,11,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2018, ,23.11.24,O,37000.0,22,11,2023,중개거래,경기 수원영통구,39.16,15,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2018, ,23.11.24,O,27000.0,22,11,2023,중개거래,경기 수원영통구,28.14,10,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2006, , , ,33000.0,7,11,2023,중개거래,경기 수원영통구,97.13,10,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구,945,2
2017, , , ,14500.0,11,11,2023,중개거래,경기 오산시,20.06,15,998-7,(998-7),41117,수원시 영통구, ,영통동,수원시 영통구,998,7
2015, , , ,22000.0,8,11,2023,중개거래,경기 수원영통구,29.711,8,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2022, , , ,63000.0,8,11,2023,직거래, ,71.0819,6,605,더샵 광교레이크시티,41117,수원시 영통구, ,원천동,수원시 영통구,605,0
2018, , , ,18400.0,3,11,2023,중개거래,경기 수원영통구,22.83,11,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2021, , , ,20200.0,18,12,2023,중개거래,경기 수원장안구,23.41,23,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구,950,0
2021, , , ,32000.0,27,12,2023,중개거래,경기 수원시장안구,49.14,33,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구,950,0
2021, , , ,32200.0,13,12,2023,중개거래,경기 수원장안구,49.14,32,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구,950,0
2021, , , ,33000.0,10,12,2023,중개거래,경기 수원장안구,49.14,17,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구,950,0
2021, , , ,32500.0,7,12,2023,중개거래,경기 수원장안구,49.14,31,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구,950,0
2006, , , ,13300.0,30,12,2023,중개거래,경기 수원시권선구,36.1,14,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구,1013,4
2006, , , ,21000.0,26,12,2023,직거래, ,71.27,12,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구,1013,4
2017, , , ,20500.0,14,12,2023,중개거래,경기 수원권선구,73.69,2,542-3,Lee Do Park View 101,41113,수원시 권선구, ,세류동,수원시 권선구,542,3
2004, , , ,21100.0,29,12,2023,중개거래,경기 수원권선구,71.61,4,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,10
2018, , , ,16000.0,27,12,2023,중개거래,경기 수원권선구,36.925,7,1114,딜라이트1,41113,수원시 권선구, ,금곡동,수원시 권선구,1114,0
2006, , , ,24000.0,7,12,2023,중개거래,경기 수원시권선구,71.27,12,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구,1013,4
2019, , , ,15000.0,6,12,2023,직거래, ,30.14,5,921-11,라온지오피스텔,41113,수원시 권선구, ,구운동,수원시 권선구,921,11
2017, , , ,20000.0,1,12,2023,중개거래,경기 수원권선구,73.69,3,542-3,Lee Do Park View 101,41113,수원시 권선구, ,세류동,수원시 권선구,542,3
2006, , , ,49000.0,18,12,2023,중개거래,경기 수원시팔달구,118.25,15,1116-5,인계동 삼환 아르누보파크,41115,수원시 팔달구, ,인계동,수원시 팔달구,1116,5
2008, , , ,40000.0,9,12,2023,중개거래,경기 수원팔달구,161.9,2,1116-3,한화 꿈에그린 효원 101동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1116,3
2006, , , ,25500.0,26,12,2023,중개거래,경기 수원시 팔달구,82.34,13,1120,캐슬타워,41115,수원시 팔달구, ,인계동,수원시 팔달구,1120,0
2004, , , ,7800.0,9,12,2023,중개거래,경기 수원시팔달구,26.014,10,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1119,0
2005, , , ,6970.0,12,12,2023,중개거래,경기 수원팔달구,27.19,12,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구,40,1
2004, , , ,6500.0,20,12,2023,중개거래,경기 수원팔달구,25.27,5,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구,1016,2
2004, , , ,6200.0,7,12,2023,중개거래,경기 수원권선구 경기 수원팔달구,22.387,11,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1119,0
2005, , , ,4500.0,6,12,2023,직거래, ,19.95,7,1134-4,트윈파크에이동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,4
2003, , , ,3241.0,15,12,2023,직거래, ,20.79,2,85-1,(85-1),41115,수원시 팔달구, ,남창동,수원시 팔달구,85,1
2003, , , ,8500.0,19,12,2023,직거래, ,35.72,6,92-1,블루하우스,41115,수원시 팔달구, ,우만동,수원시 팔달구,92,1
2005, , , ,6900.0,12,12,2023,중개거래,경기 수원팔달구,27.19,9,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구,40,1
2010, , , ,8500.0,15,12,2023,중개거래,경기 수원팔달구,27.32,4,1034-3,드라마시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1034,3
2008, , , ,25000.0,13,12,2023,중개거래,경기 화성시,94.64,3,1116-3,한화 꿈에그린 효원 101동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1116,3
2004, , , ,6000.0,14,12,2023,중개거래,경기 수원팔달구,17.105,9,26-25,트레보,41115,수원시 팔달구, ,우만동,수원시 팔달구,26,25
2004, , , ,5050.0,9,12,2023,중개거래,경기 수원팔달구,21.12,6,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1036,6
2005, , , ,6900.0,11,12,2023,중개거래,경기 수원팔달구,27.19,12,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구,40,1
2004, , , ,8500.0,7,12,2023,중개거래,경기 수원팔달구,29.76,9,1135-8,삼부르네상스오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1135,8
2005, , , ,7200.0,2,12,2023,중개거래,경기 수원팔달구,27.19,3,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구,40,1
2005, , , ,9100.0,3,12,2023,중개거래,경기 수원팔달구,31.0275,9,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,939,0
2005, , , ,9120.0,2,12,2023,중개거래,경기 수원권선구,31.0275,8,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,939,0
2017, , , ,16250.0,30,12,2023,중개거래,경기 수원시영통구,26.0811,20,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2014, , , ,15000.0,17,12,2023,직거래, ,24.97,7,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2020, , , ,88000.0,27,12,2023,중개거래,경기 수원시영통구,84.6706,13,1017-4,포레나 광교,41117,수원시 영통구, ,하동,수원시 영통구,1017,4
2014, , , ,20700.0,12,12,2023,중개거래,경기 수원영통구,30.9053,15,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구,1351,0
2018, , , ,44000.0,29,12,2023,중개거래,경기 수원영통구,47.58,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2006, , , ,27300.0,21,12,2023,중개거래,경기 수원시영통구,97.13,12,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구,945,2
2018, , , ,13900.0,31,12,2023,중개거래,경기 수원시 영통구,23.7251,3,1256-4,U-city,41117,수원시 영통구, ,이의동,수원시 영통구,1256,4
2006, , , ,27500.0,29,12,2023,중개거래,경기 수원시영통구,97.13,4,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구,945,2
2015, , , ,14700.0,19,12,2023,중개거래,경기 수원시 영통구,22.62,8,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2018, , , ,13700.0,16,12,2023,중개거래,경기 수원영통구,22.5701,6,1256-4,U-city,41117,수원시 영통구, ,이의동,수원시 영통구,1256,4
2022, , , ,83000.0,23,12,2023,중개거래,경기 수원시 영통구,82.8543,32,605,더샵 광교레이크시티,41117,수원시 영통구, ,원천동,수원시 영통구,605,0
2015, , , ,14500.0,12,12,2023,중개거래,경기 수원시 영통구,22.62,4,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2018, , , ,13820.0,23,12,2023,중개거래,경기 수원영통구,22.5701,3,1256-4,U-city,41117,수원시 영통구, ,이의동,수원시 영통구,1256,4
2000, , , ,7200.0,25,12,2023,중개거래,경기 수원시 영통구,27.74,11,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구,958,2
2014, , , ,16000.0,26,12,2023,중개거래,경기 김포시,24.97,5,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2015, , , ,13500.0,15,12,2023,중개거래,경기 수원시 영통구,22.62,4,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2003, , , ,5700.0,21,12,2023,중개거래,경기 수원영통구,24.42,9,947-8,Y.T오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구,947,8
2017, , , ,14000.0,20,12,2023,중개거래,경기 수원영통구,26.0811,5,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2014, , , ,15400.0,16,12,2023,중개거래,경기 수원시영통구,24.97,5,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2015, , , ,68000.0,13,12,2023,중개거래,경기 수원영통구,84.83,19,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구,1014,0
2006, , , ,25100.0,8,12,2023,중개거래,경기 수원영통구,97.13,3,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구,945,2
2015, , , ,68700.0,13,12,2023,중개거래,경기 수원영통구,84.83,38,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구,1014,0
2000, , , ,6950.0,8,12,2023,중개거래,경기 수원영통구,31.28,6,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구,958,2
2017, , , ,16000.0,2,12,2023,중개거래,경기 수원시영통구,26.0811,10,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2021,개인, , ,31000.0,27,1,2024,중개거래,경기 수원시장안구,49.14,21,950,화서역 파크 푸르지오,41111,수원시 장안구,개인,정자동,수원시 장안구,950,0
2005,개인, , ,21700.0,25,1,2024,중개거래,경기 수원시장안구,58.42,17,285-2,SK HUB BLUE,41111,수원시 장안구,개인,율전동,수원시 장안구,285,2
2021,개인, , ,31000.0,26,1,2024,중개거래,경기 수원시장안구,49.14,24,950,화서역 파크 푸르지오,41111,수원시 장안구,개인,정자동,수원시 장안구,950,0
2021,개인, , ,22000.0,27,1,2024,중개거래,경기 수원시팔달구,23.41,22,950,화서역 파크 푸르지오,41111,수원시 장안구,개인,정자동,수원시 장안구,950,0
2003,개인, , ,11500.0,8,1,2024,중개거래,경기 수원시 장안구,34.0,11,894,일호골든타워,41111,수원시 장안구,개인,조원동,수원시 장안구,894,0
2021,개인, , ,31300.0,11,1,2024,중개거래,경기 수원장안구,49.14,23,950,화서역 파크 푸르지오,41111,수원시 장안구,개인,정자동,수원시 장안구,950,0
1989,개인,24.03.21,O,8900.0,12,1,2024,중개거래,경기 수원시 장안구,39.6,7,300,율전미주타운,41111,수원시 장안구,개인,율전동,수원시 장안구,300,0
2021,개인, , ,17600.0,23,1,2024,직거래, ,30.3406,9,1406-3,권선행정타운 줌시티,41113,수원시 권선구,개인,호매실동,수원시 권선구,1406,3
2022,개인, , ,34000.0,29,1,2024,직거래, ,78.4,5,998-2,(998-2),41113,수원시 권선구,법인,세류동,수원시 권선구,998,2
2018,개인, , ,18000.0,25,1,2024,중개거래,경기 수원시권선구,50.5715,2,1115-2,로얄팰리스 2차,41113,수원시 권선구,개인,금곡동,수원시 권선구,1115,2
2018,개인, , ,14500.0,12,1,2024,중개거래,경기 수원시권선구,27.52,6,1125-3,세종 헤르메스 오피스텔,41113,수원시 권선구,개인,금곡동,수원시 권선구,1125,3
2004,개인, , ,12725.0,27,1,2024,중개거래,경기 수원시권선구,32.7,9,1013-1,세종그랑시아,41113,수원시 권선구,개인,권선동,수원시 권선구,1013,1
2006,개인, , ,24300.0,30,1,2024,중개거래,경기 수원시권선구,75.3043,9,1013,지오베르크,41113,수원시 권선구,법인,권선동,수원시 권선구,1013,0
2003,개인, , ,7900.0,12,1,2024,중개거래,경기 수원권선구,29.415,3,1311-6,에스띠보보 1차,41113,수원시 권선구,개인,권선동,수원시 권선구,1311,6
2021,개인, , ,13950.0,16,1,2024,중개거래,경기 수원권선구,28.4126,8,1406-3,권선행정타운 줌시티,41113,수원시 권선구,개인,호매실동,수원시 권선구,1406,3
2018,개인, , ,17400.0,16,1,2024,중개거래,경기 수원시권선구,45.5861,6,1115-2,로얄팰리스 2차,41113,수원시 권선구,개인,금곡동,수원시 권선구,1115,2
2023,법인, , ,33117.0,16,1,2024,직거래, ,73.87,2,1175,라움,41113,수원시 권선구,법인,고색동,수원시 권선구,1175,0
2004,개인, , ,11800.0,13,1,2024,중개거래,경기 수원권선구,32.7,8,1013-1,세종그랑시아,41113,수원시 권선구,개인,권선동,수원시 권선구,1013,1
2004,개인, , ,9800.0,2,1,2024,중개거래,경기 수원권선구,32.7,2,1013-1,세종그랑시아,41113,수원시 권선구,개인,권선동,수원시 권선구,1013,1
2004,개인, , ,12500.0,11,1,2024,직거래, ,32.91,8,1013-1,세종그랑시아,41113,수원시 권선구,개인,권선동,수원시 권선구,1013,1
2006,개인, , ,12500.0,5,1,2024,중개거래,경기 수원권선구,36.1,11,1013-4,한라비발디파크,41113,수원시 권선구,개인,권선동,수원시 권선구,1013,4
2004,개인, , ,18300.0,9,1,2024,중개거래,경기 수원권선구,68.08,8,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구,개인,권선동,수원시 권선구,1011,14
2007,법인, , ,42900.0,23,1,2024,중개거래,경기 수원시 팔달구,119.13,16,1134-3,동양파라곤 1단지,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1134,3
2004,개인, , ,12800.0,25,1,2024,중개거래,경기 수원시팔달구,44.46,15,1131-1,마이홈 오피스텔,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1131,1
2004,개인, , ,14850.0,25,1,2024,중개거래,경기 수원시팔달구,46.8,5,1131-1,마이홈 오피스텔,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1131,1
2005,개인, , ,19500.0,23,1,2024,중개거래,경기 수원시팔달구,72.45,8,1134-4,트윈파크에이동,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1134,4
2008,개인, , ,42000.0,31,1,2024,중개거래,경기 수원시 팔달구,165.56,3,1116-4,한화 꿈에그린 효원 102동,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1116,4
2005,개인, , ,18500.0,8,1,2024,중개거래,경기 수원시팔달구,72.45,6,1134-4,트윈파크에이동,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1134,4
2004,개인, , ,9000.0,31,1,2024,중개거래,경기 수원시팔달구,36.714,4,1016-2,현대하이엘,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1016,2
2004,개인, , ,8000.0,31,1,2024,중개거래,경기 수원권선구,31.044,4,1016-2,현대하이엘,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1016,2
2006,개인, , ,29000.0,6,1,2024,중개거래,경기 수원시 팔달구,112.53,11,1120,캐슬타워,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1120,0
2004,개인, , ,5200.0,27,1,2024,중개거래,경기 수원팔달구,19.14,10,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1036,6
2004,개인, , ,7100.0,12,1,2024,중개거래,경기 수원팔달구,31.044,10,1016-2,현대하이엘,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1016,2
2003,개인, , ,4250.0,13,1,2024,중개거래,경기 수원팔달구,17.65,4,1135-1,벨로시티,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1135,1
2005,개인, , ,6000.0,25,1,2024,직거래, ,27.19,4,40-1,동인트루빌3오피스텔,41115,수원시 팔달구,개인,매산로2가,수원시 팔달구,40,1
2004,개인, , ,8150.0,16,1,2024,중개거래,경기 수원팔달구,26.014,13,1119,인계샤르망오피스텔,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1119,0
2004,개인, , ,8000.0,3,1,2024,중개거래,경기 수원팔달구,25.956,14,1119,인계샤르망오피스텔,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1119,0
2008,개인, , ,23500.0,12,1,2024,직거래, ,81.496,8,1114-9,(1114-9),41115,수원시 팔달구,개인,인계동,수원시 팔달구,1114,9
2005,개인, , ,13300.0,6,1,2024,중개거래,경기 수원권선구,37.5,13,1046-13,에스팝타워,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1046,13
2005,개인, , ,12000.0,6,1,2024,중개거래,경기 수원시권선구,37.5,6,1046-13,에스팝타워,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1046,13
2004,개인, , ,7800.0,4,1,2024,중개거래,경기 수원팔달구,25.956,5,1119,인계샤르망오피스텔,41115,수원시 팔달구,개인,인계동,수원시 팔달구,1119,0
2006,개인, , ,32000.0,30,1,2024,중개거래,경기 수원시 영통구,91.0484,15,296-6,수원영통 아크로파크,41117,수원시 영통구,개인,원천동,수원시 영통구,296,6
2014,개인, , ,39500.0,21,1,2024,중개거래,경기 수원시 영통구,62.99,6,1352,에듀하임1309오피스텔,41117,수원시 영통구,개인,이의동,수원시 영통구,1352,0
2018,개인, , ,17500.0,20,1,2024,중개거래,경기 수원시 영통구,21.58,16,1336-1,광교엘포트아이파크,41117,수원시 영통구,개인,이의동,수원시 영통구,1336,1
2022,법인, , ,66000.0,19,1,2024,직거래, ,71.0819,46,605,더샵 광교레이크시티,41117,수원시 영통구,개인,원천동,수원시 영통구,605,0
2018,개인, , ,18300.0,27,1,2024,중개거래,경기 수원시영통구,22.83,7,1336-1,광교엘포트아이파크,41117,수원시 영통구,개인,이의동,수원시 영통구,1336,1
2020,개인, , ,108500.0,19,1,2024,중개거래,경기 수원영통구,84.6159,42,1017-4,포레나 광교,41117,수원시 영통구,개인,하동,수원시 영통구,1017,4
2015,개인, , ,22000.0,12,1,2024,중개거래,경기 수원시 영통구,28.92,7,1338,광교센트럴푸르지오시티,41117,수원시 영통구,개인,이의동,수원시 영통구,1338,0
2005,개인, , ,30500.0,16,1,2024,중개거래,경기 수원시 영통구,90.15,15,318-2,신동아파라디움오피스텔,41117,수원시 영통구,개인,원천동,수원시 영통구,318,2
2015,개인, , ,15750.0,3,1,2024,중개거래,경기 수원시 영통구,24.11,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구,법인,이의동,수원시 영통구,1338,0
2014,개인, , ,42000.0,20,1,2024,중개거래,경기 수원시영통구,62.99,10,1352,에듀하임1309오피스텔,41117,수원시 영통구,개인,이의동,수원시 영통구,1352,0
2013,개인, , ,13900.0,30,1,2024,중개거래,경기 수원영통구,24.2753,14,1351-2,광교 코아루에스,41117,수원시 영통구,개인,이의동,수원시 영통구,1351,2
2012,개인, , ,15000.0,29,1,2024,직거래, ,31.67,13,1351-1,광교데시앙루브,41117,수원시 영통구,개인,이의동,수원시 영통구,1351,1
2018,개인, , ,17000.0,9,1,2024,중개거래,경기 수원영통구,21.58,9,1336-1,광교엘포트아이파크,41117,수원시 영통구,개인,이의동,수원시 영통구,1336,1
2015,개인, , ,14800.0,19,1,2024,중개거래,"경기 수원시 영통구, 경기 수원시 장안구",22.62,11,1338,광교센트럴푸르지오시티,41117,수원시 영통구,개인,이의동,수원시 영통구,1338,0
2016,개인, , ,12000.0,12,1,2024,중개거래,경기 수원시영통구,21.3517,6,1256-1,테라스힐,41117,수원시 영통구,개인,이의동,수원시 영통구,1256,1
2018,개인, , ,12900.0,17,1,2024,중개거래,경기 수원시영통구,20.43,3,1351-6,광교유니코어,41117,수원시 영통구,법인,이의동,수원시 영통구,1351,6
2015,개인, , ,14700.0,17,1,2024,중개거래,경기 수원시 영통구,22.62,9,1338,광교센트럴푸르지오시티,41117,수원시 영통구,개인,이의동,수원시 영통구,1338,0
2015,개인, , ,18400.0,19,1,2024,중개거래,경기 수원시 영통구,27.48,5,1338,광교센트럴푸르지오시티,41117,수원시 영통구,개인,이의동,수원시 영통구,1338,0
2018,개인, , ,13000.0,6,1,2024,중개거래,경기 수원시영통구,20.43,11,1351-6,광교유니코어,41117,수원시 영통구,개인,이의동,수원시 영통구,1351,6
2014,개인, , ,19000.0,19,1,2024,중개거래,경기 수원영통구,31.4573,11,1351,광교 경동 해피리움,41117,수원시 영통구,개인,이의동,수원시 영통구,1351,0
2003,개인, , ,9800.0,13,1,2024,중개거래,경기 수원시영통구,31.28,7,1024-14,경희유니빌,41117,수원시 영통구,개인,영통동,수원시 영통구,1024,14
2020,개인, , ,107500.0,16,1,2024,중개거래,경기 수원시영통구,84.5849,3,1017-4,포레나 광교,41117,수원시 영통구,개인,하동,수원시 영통구,1017,4
2016,개인, , ,12000.0,19,1,2024,중개거래,경기 수원시영통구,21.3517,7,1256-1,테라스힐,41117,수원시 영통구,개인,이의동,수원시 영통구,1256,1
2020,개인, , ,51800.0,4,1,2024,중개거래,경기 수원시영통구,59.35,13,1336,힐스테이트 광교중앙역,41117,수원시 영통구,개인,이의동,수원시 영통구,1336,0
2015,개인, , ,21000.0,12,1,2024,중개거래,경기 수원영통구,35.015,10,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,개인,이의동,수원시 영통구,1332,0
2018,개인, , ,17500.0,15,1,2024,중개거래,경기 수원영통구 서울 서초구,21.58,9,1336-1,광교엘포트아이파크,41117,수원시 영통구,개인,이의동,수원시 영통구,1336,1
2017,법인, , ,14800.0,10,1,2024,중개거래,경기 수원영통구,24.38,10,998-7,(998-7),41117,수원시 영통구,개인,영통동,수원시 영통구,998,7
2018,개인, , ,15500.0,11,1,2024,중개거래,"경기 수원시영통구, 서울 영등포구",23.7251,8,1256-4,U-city,41117,수원시 영통구,개인,이의동,수원시 영통구,1256,4
2015,개인, , ,69500.0,3,1,2024,중개거래,경기 수원시영통구,84.68,31,1014,광교 힐스테이트 레이크,41117,수원시 영통구,개인,하동,수원시 영통구,1014,0
2015,법인, , ,21000.0,10,1,2024,중개거래,경기 수원영통구,29.96,8,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,개인,이의동,수원시 영통구,1332,0
2017,개인, , ,14500.0,6,1,2024,중개거래,경기 수원영통구,26.0811,8,1012-1,영통역아이파크,41117,수원시 영통구,개인,영통동,수원시 영통구,1012,1
1997,개인, , ,5450.0,19,2,2024,직거래, ,22.265,5,40-5,평산시티텔,41111,수원시 장안구,개인,정자동,수원시 장안구,40,5
2021,개인, , ,23300.0,29,2,2024,중개거래,경기 수원시장안구,62.33,6,580-2,건우까사미2차,41111,수원시 장안구,개인,파장동,수원시 장안구,580,2
2022,개인, , ,36500.0,1,2,2024,직거래, ,78.7,8,998-2,(998-2),41113,수원시 권선구,법인,세류동,수원시 권선구,998,2
2005,개인, , ,8500.0,28,2,2024,중개거래,경기 수원시권선구,32.62,9,1010-1,청광 노블하임,41113,수원시 권선구,개인,권선동,수원시 권선구,1010,1
2005,개인, , ,7900.0,26,2,2024,중개거래,경기 수원시권선구,30.98,14,1010-1,청광 노블하임,41113,수원시 권선구,개인,권선동,수원시 권선구,1010,1
2004,개인, , ,9550.0,27,2,2024,중개거래,"경기 수원시권선구, 경기 수원시영통구",31.2,8,1023-2,이오스 오피스텔,41113,수원시 권선구,개인,권선동,수원시 권선구,1023,2
2004,개인,24.03.15,O,21500.0,26,2,2024,중개거래,"경기 수원시권선구, 경기 수원시팔달구",71.61,4,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구,개인,권선동,수원시 권선구,1011,10
2020,개인, , ,9500.0,27,2,2024,중개거래,경기 수원시권선구,21.11,8,948,고색리치아노,41113,수원시 권선구,개인,고색동,수원시 권선구,948,0
2006,개인, , ,12450.0,28,2,2024,중개거래,경기 수원시권선구,36.1,3,1013-4,한라비발디파크,41113,수원시 권선구,개인,권선동,수원시 권선구,1013,4
2019,개인, , ,16000.0,7,2,2024,중개거래,경기 수원시권선구,37.61,2,1115-1,아주리센 테라스파크,41113,수원시 권선구,개인,금곡동,수원시 권선구,1115,1
2004,개인, , ,12900.0,26,2,2024,중개거래,경기 수원시권선구,32.7,8,1013-1,세종그랑시아,41113,수원시 권선구,개인,권선동,수원시 권선구,1013,1
2019,개인, , ,20500.0,26,2,2024,중개거래,경기 수원시권선구,49.2484,10,1115-3,로얄팰리스3차,41113,수원시 권선구,개인,금곡동,수원시 권선구,1115,3
2004,개인, , ,11000.0,24,2,2024,중개거래,경기 수원시권선구,32.7,9,1013-1,세종그랑시아,41113,수원시 권선구,개인,권선동,수원시 권선구,1013,1
2017,개인, , ,9300.0,21,2,2024,중개거래,경기 수원시권선구,25.72,9,1118-1,세종타운721,41113,수원시 권선구,개인,금곡동,수원시 권선구,1118,1
2004,개인, , ,9700.0,17,2,2024,중개거래,경기 수원시권선구,30.0,8,1023-2,이오스 오피스텔,41113,수원시 권선구,개인,권선동,수원시 권선구,1023,2
2018,개인, , ,15000.0,16,2,2024,중개거래,경기 성남시분당구,36.925,6,1114,딜라이트1,41113,수원시 권선구,개인,금곡동,수원시 권선구,1114,0
2005,개인, , ,8500.0,20,2,2024,중개거래,경기 수원시팔달구,25.9575,7,939,신동아 파스텔,41115,수원시 팔달구,개인,인계동,수원시 팔달구,939,0
