,dealAmount,deposit,전세가율,buildYear,excluUseAr,floor,본번,부번,offiNm,sggCd,sggNm.x,umdNm.x,편차,전용면적_그룹,평균 전세가율
1002,9025,500,5.540166205,2017,25.72,7,1118,1,세종타운721,41113,수원시 권선구,금곡동,-10.73967216,소형,16.27983836
1003,9000,1470,16.33333333,2017,25.72,8,1118,1,세종타운721,41113,수원시 권선구,금곡동,0.053494965,소형,16.27983836
1004,9085.714286,556.5217391,6.125239267,2017,25.72,9,1118,1,세종타운721,41113,수원시 권선구,금곡동,-10.1545991,소형,16.27983836
1005,9220,2665,28.90455531,2017,25.72,10,1118,1,세종타운721,41113,수원시 권선구,금곡동,12.62471695,소형,16.27983836
1006,10000,500,5,2017,27.36,8,1118,1,세종타운721,41113,수원시 권선구,금곡동,-11.27983836,소형,16.27983836
1007,8800,1000,11.36363636,2017,29.43,9,1118,1,세종타운721,41113,수원시 권선구,금곡동,-4.916202005,소형,16.27983836
1008,13800,6453.125,46.76177536,2017,29.69,4,1118,8,라비채빌딩,41115,수원시 팔달구,인계동,2.622383655,소형,44.1393917
1009,14250,12175,85.43859649,2017,29.69,5,1118,8,라비채빌딩,41115,수원시 팔달구,인계동,41.29920479,소형,44.1393917
1010,15550,7875,50.64308682,2017,29.69,6,1118,8,라비채빌딩,41115,수원시 팔달구,인계동,6.503695115,소형,44.1393917
1011,13666.66667,562.5,4.115853659,2017,29.69,7,1118,8,라비채빌딩,41115,수원시 팔달구,인계동,-40.02353805,소형,44.1393917
1012,14000,14700,105,2017,29.69,8,1118,8,라비채빌딩,41115,수원시 팔달구,인계동,60.8606083,소형,44.1393917
1013,19200,1000,5.208333333,2017,32.12,3,1118,8,라비채빌딩,41115,수원시 팔달구,인계동,-60.34080399,중형,65.54913732
1014,24000,7078.571429,29.49404762,2017,45.59,3,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-19.97006596,중형,49.46411358
1015,19800,3685.714286,18.61471861,2017,45.59,5,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-30.84939497,중형,49.46411358
1016,18700,6554.166667,35.04901961,2017,45.59,6,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-14.41509397,중형,49.46411358
1017,18300,9700,53.00546448,2017,45.59,7,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,3.541350904,중형,49.46411358
1018,20233.33333,10000,49.42339374,2017,45.59,8,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-0.040719836,중형,49.46411358
1019,22750,8900,39.12087912,2017,45.59,10,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-10.34323446,중형,49.46411358
1020,16400,1000,6.097560976,2017,47.61,5,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-43.3665526,중형,49.46411358
1021,16500,6531.730769,39.58624709,2017,50.57,3,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-9.877866486,중형,49.46411358
1022,15429,4838.888889,31.36229755,2017,50.57,4,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-18.10181603,중형,49.46411358
1023,18250,1222.222222,6.697108067,2017,50.57,7,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-42.76700551,중형,49.46411358
1024,20500,4869.565217,23.75397667,2017,50.57,9,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-25.71013691,중형,49.46411358
1025,23000,1000,4.347826087,2017,50.57,10,1113,5,로얄팰리스,41113,수원시 권선구,금곡동,-45.11628749,중형,49.46411358
1026,20500,18000,87.80487805,2017,73.69,2,542,3,Lee Do Park View 101,41113,수원시 권선구,세류동,50.34065773,대형,37.46422032
1027,13600,8329.953846,61.24966063,2018,20.43,3,1351,6,광교유니코어,41117,수원시 영통구,이의동,10.56935446,소형,50.68030617
1028,13433.33333,10534.14894,78.41798216,2018,20.43,4,1351,6,광교유니코어,41117,수원시 영통구,이의동,27.73767599,소형,50.68030617
1029,14633.33333,6476.54386,44.25884187,2018,20.43,5,1351,6,광교유니코어,41117,수원시 영통구,이의동,-6.421464298,소형,50.68030617
1030,14500,4763.824561,32.85396249,2018,20.43,6,1351,6,광교유니코어,41117,수원시 영통구,이의동,-17.82634368,소형,50.68030617
1031,14000,8232.41791,58.80298507,2018,20.43,7,1351,6,광교유니코어,41117,수원시 영통구,이의동,8.122678902,소형,50.68030617
1032,13000,6532.984375,50.25372596,2018,20.43,8,1351,6,광교유니코어,41117,수원시 영통구,이의동,-0.426580208,소형,50.68030617
1033,13906.25,6271.327869,45.09718917,2018,20.43,9,1351,6,광교유니코어,41117,수원시 영통구,이의동,-5.583116998,소형,50.68030617
1034,13970,7237.568627,51.80793577,2018,20.43,10,1351,6,광교유니코어,41117,수원시 영통구,이의동,1.127629602,소형,50.68030617
1035,14355,6905.983871,48.10856058,2018,20.43,11,1351,6,광교유니코어,41117,수원시 영통구,이의동,-2.571745588,소형,50.68030617
1036,13475,5099.680851,37.84549797,2018,20.43,12,1351,6,광교유니코어,41117,수원시 영통구,이의동,-12.8348082,소형,50.68030617
1037,14260,9020.063492,63.25430219,2018,20.43,13,1351,6,광교유니코어,41117,수원시 영통구,이의동,12.57399602,소형,50.68030617
1038,14079.16667,6001.181818,42.62455272,2018,20.43,14,1351,6,광교유니코어,41117,수원시 영통구,이의동,-8.055753448,소형,50.68030617
1039,13321.42857,7897.870968,59.28696705,2018,20.43,15,1351,6,광교유니코어,41117,수원시 영통구,이의동,8.606660882,소형,50.68030617
1040,11000,500,4.545454545,2018,21.4,3,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,-11.73438382,소형,16.27983836
1041,8700,3861.538462,44.38549956,2018,21.4,4,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,28.1056612,소형,16.27983836
1042,11000,1900,17.27272727,2018,21.4,5,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,0.992888905,소형,16.27983836
1043,11000,1000,9.090909091,2018,21.4,7,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,-7.188929274,소형,16.27983836
1044,10687.5,3150,29.47368421,2018,21.4,8,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,13.19384585,소형,16.27983836
1045,18266.66667,7438.095238,40.71949948,2018,21.58,4,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-9.960806688,소형,50.68030617
1046,18300,5575.387755,30.46659975,2018,21.58,5,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-20.21370642,소형,50.68030617
1047,18350,8112.875,44.21185286,2018,21.58,6,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-6.468453308,소형,50.68030617
1048,18575,6992.731707,37.64593113,2018,21.58,7,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-13.03437504,소형,50.68030617
1049,18650,10275.77273,55.09797709,2018,21.58,8,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,4.417670922,소형,50.68030617
1050,18133.33333,7616.691176,42.00381163,2018,21.58,9,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-8.676494538,소형,50.68030617
1051,19657.14286,4957.5,25.21984012,2018,21.58,10,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-25.46046605,소형,50.68030617
1052,17864.28571,10975.62162,61.43890552,2018,21.58,11,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,10.75859935,소형,50.68030617
1053,18741.17647,5850.625,31.21802417,2018,21.58,12,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-19.462282,소형,50.68030617
1054,17721.42857,9297.54,52.46495768,2018,21.58,13,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,1.784651512,소형,50.68030617
1055,17800,7930.465116,44.55317481,2018,21.58,14,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-6.127131358,소형,50.68030617
1056,17760,8546.709677,48.1233653,2018,21.58,15,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-2.556940868,소형,50.68030617
1057,16650,6262.111111,37.61027694,2018,21.58,16,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-13.07002923,소형,50.68030617
1058,17025,9963.464286,58.52255087,2018,21.58,17,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,7.842244702,소형,50.68030617
1059,18785.71429,8679.369231,46.20196549,2018,21.58,18,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-4.478340678,소형,50.68030617
1060,16994.71429,9477.607143,55.76796987,2018,21.58,19,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,5.087663702,소형,50.68030617
1061,18150,8425.678571,46.42247147,2018,21.58,20,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-4.257834698,소형,50.68030617
1062,17785,6997.25,39.34354793,2018,22.83,4,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-11.33675824,소형,50.68030617
1063,19319.09091,7209.777778,37.31944641,2018,22.83,5,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-13.36085976,소형,50.68030617
1064,19273.52941,6881.368421,35.7037275,2018,22.83,6,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-14.97657867,소형,50.68030617
1065,19479.31034,8814.6,45.25108869,2018,22.83,7,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-5.429217478,소형,50.68030617
1066,20400,4747.127119,23.27023097,2018,22.83,8,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-27.4100752,소형,50.68030617
1067,19136,9328.789916,48.7499473,2018,22.83,9,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-1.930358868,소형,50.68030617
1068,18227.27273,9419.052632,51.67560047,2018,22.83,10,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,0.995294302,소형,50.68030617
1069,19725,8084.722222,40.9871849,2018,22.83,11,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-9.693121268,소형,50.68030617
1070,18856.25,10095.2439,53.53791927,2018,22.83,12,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,2.857613102,소형,50.68030617
1071,19375,9730.8,50.22348387,2018,22.83,13,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-0.456822298,소형,50.68030617
1072,20200,9849.576923,48.7602818,2018,22.83,14,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-1.920024368,소형,50.68030617
1073,18300,11357.31818,62.06184799,2018,22.83,15,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,11.38154182,소형,50.68030617
1074,17921.42857,7439.72,41.51298525,2018,22.83,16,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-9.167320918,소형,50.68030617
1075,18487.5,7448.944444,40.29178875,2018,22.83,17,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-10.38851742,소형,50.68030617
1076,16800,4080,24.28571429,2018,22.83,18,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-26.39459188,소형,50.68030617
1077,18700,9443.933333,50.50231729,2018,22.83,19,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-0.177988878,소형,50.68030617
1078,18440,7144,38.74186551,2018,22.83,20,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-11.93844066,소형,50.68030617
1079,11750,1000,8.510638298,2018,22.88,6,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,-7.769200067,소형,16.27983836
1080,13000,6750,51.92307692,2018,22.88,8,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,35.64323856,소형,16.27983836
1081,24333.33333,12184.41176,50.07292506,2018,26.25,4,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-0.607381108,소형,50.68030617
1082,24000,7135.169811,29.72987421,2018,26.25,5,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-20.95043196,소형,50.68030617
1083,20250,16957.14286,83.73897707,2018,26.25,6,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,33.0586709,소형,50.68030617
1084,23833.33333,12670.64706,53.16355409,2018,26.25,7,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,2.483247922,소형,50.68030617
1085,23950,8559.425532,35.73872873,2018,26.25,8,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-14.94157744,소형,50.68030617
1086,28800,9368,32.52777778,2018,26.25,9,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-18.15252839,소형,50.68030617
1087,19950,8969.925,44.96203008,2018,26.25,10,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-5.718276088,소형,50.68030617
1088,22250,14630.25581,65.75395871,2018,26.25,11,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,15.07365254,소형,50.68030617
1089,26800,6400,23.88059701,2018,26.25,12,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-26.79970916,소형,50.68030617
1090,31400,7965.8125,25.36882962,2018,26.25,13,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-25.31147655,소형,50.68030617
1091,22750,13222.94118,58.12281836,2018,26.25,14,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,7.442512192,소형,50.68030617
1092,26366.66667,9182.894737,34.82766651,2018,26.25,16,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-15.85263966,소형,50.68030617
1093,25500,10046.6129,39.39848197,2018,26.25,17,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-11.2818242,소형,50.68030617
1094,24712.5,9766.564103,39.52074498,2018,26.25,19,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-11.15956119,소형,50.68030617
1095,21975,13692.59259,62.3098639,2018,26.25,20,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,11.62955773,소형,50.68030617
1096,15000,4271.428571,28.47619048,2018,27.52,5,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,12.19635212,소형,16.27983836
1097,14500,3183.333333,21.95402299,2018,27.52,6,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,5.674184625,소형,16.27983836
1098,11850,6000,50.63291139,2018,27.52,8,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,34.35307303,소형,16.27983836
1099,24500,1000,4.081632653,2018,28.14,6,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-46.59867351,소형,50.68030617
1100,27000,5833.333333,21.60493827,2018,28.14,10,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-29.0753679,소형,50.68030617
1101,23900,15988,66.89539749,2018,28.14,12,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,16.21509132,소형,50.68030617
1102,30000,21340,71.13333333,2018,28.14,16,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,20.45302716,소형,50.68030617
1103,26900,15491.66667,57.58983891,2018,29.46,9,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,6.909532742,소형,50.68030617
1104,19000,11000,57.89473684,2018,29.71,5,1019,6,ELYSIA,41115,수원시 팔달구,인계동,13.75534514,소형,44.1393917
1105,15900,14000,88.05031447,2018,34.21,5,1019,6,ELYSIA,41115,수원시 팔달구,인계동,22.50117715,중형,65.54913732
1106,43580,17673.33333,40.55377084,2018,38.65,14,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-8.709238309,중형,49.26300915
1107,39825,22221.53846,55.79796224,2018,38.65,15,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,6.534953091,중형,49.26300915
1108,41300,14613.48148,35.3837324,2018,38.65,16,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-13.87927675,중형,49.26300915
1109,44833.33333,14308.21739,31.91423953,2018,38.65,17,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-17.34876962,중형,49.26300915
1110,38000,12202.40741,32.11159844,2018,38.65,18,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-17.15141071,중형,49.26300915
1111,39516.66667,18678.81818,47.26820291,2018,38.65,19,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-1.994806239,중형,49.26300915
1112,40450,17735.95833,43.84662134,2018,38.65,20,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-5.416387809,중형,49.26300915
1113,58000,18000,31.03448276,2018,39.16,4,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-18.22852639,중형,49.26300915
1114,33500,21000,62.68656716,2018,39.16,11,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,13.42355801,중형,49.26300915
1115,43000,23000,53.48837209,2018,39.16,12,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,4.225362941,중형,49.26300915
1116,39900,36000,90.22556391,2018,39.16,14,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,40.96255476,중형,49.26300915
1117,37000,7333.333333,19.81981982,2018,39.16,15,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-29.44318933,중형,49.26300915
1118,39900,2000,5.012531328,2018,39.16,17,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-44.25047782,중형,49.26300915
1119,60000,26500,44.16666667,2018,39.78,8,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-5.096342479,중형,49.26300915
1120,46000,26800,58.26086957,2018,39.78,10,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,8.997860421,중형,49.26300915
1121,43500,35500,81.6091954,2018,39.78,12,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,32.34618625,중형,49.26300915
1122,26000,1000,3.846153846,2018,42.84,8,1118,10,골든펠리체,41115,수원시 팔달구,인계동,-61.70298348,중형,65.54913732
1123,32000,2727,8.521875,2018,43.28,8,1255,1,장안프라임 광교 Ⅱ,41117,수원시 영통구,이의동,-40.74113415,중형,49.26300915
1124,38000,33600,88.42105263,2018,46.72,4,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,39.15804348,중형,49.26300915
1125,67500,13591.90476,20.1361552,2018,47.58,10,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-29.12685395,중형,49.26300915
1126,46333.33333,15063.51351,32.51118024,2018,47.58,11,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-16.75182891,중형,49.26300915
1127,49000,20413.52941,41.66026411,2018,47.58,12,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-7.602745039,중형,49.26300915
1128,45100,19960.29412,44.25785835,2018,47.58,13,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-5.005150799,중형,49.26300915
1129,56600,16739.5,29.57508834,2018,47.58,17,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-19.68792081,중형,49.26300915
1130,45500,11300,24.83516484,2018,47.58,18,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,-24.42784431,중형,49.26300915
1131,29900,33275.125,111.2880435,2018,47.58,20,1336,1,광교엘포트아이파크,41117,수원시 영통구,이의동,62.02503435,중형,49.26300915
1132,23000,2000,8.695652174,2018,53.49,5,1125,3,세종 헤르메스 오피스텔,41113,수원시 권선구,금곡동,-40.7684614,중형,49.46411358
1133,32000,31000,96.875,2018,82.58,7,533,104,건우까사빌,41111,수원시 장안구,정자동,4.20673077,대형,92.66826923
1134,26000,23000,88.46153846,2018,84.54,5,533,104,건우까사빌,41111,수원시 장안구,정자동,-4.20673077,대형,92.66826923
1135,112500,27625,24.55555556,2018,84.95,5,593,0,광교아이파크,41117,수원시 영통구,원천동,-20.7964251,대형,45.35198066
1136,123000,27400,22.27642276,2018,84.95,7,593,0,광교아이파크,41117,수원시 영통구,원천동,-23.0755579,대형,45.35198066
1137,97000,41666.66667,42.95532646,2018,84.95,9,593,0,광교아이파크,41117,수원시 영통구,원천동,-2.3966542,대형,45.35198066
1138,110150,40000,36.31411711,2018,84.95,15,593,0,광교아이파크,41117,수원시 영통구,원천동,-9.03786355,대형,45.35198066
1139,104500,30000,28.70813397,2018,84.95,21,593,0,광교아이파크,41117,수원시 영통구,원천동,-16.64384669,대형,45.35198066
1140,120000,21333.33333,17.77777778,2018,84.95,23,593,0,광교아이파크,41117,수원시 영통구,원천동,-27.57420288,대형,45.35198066
1141,17600,1062,6.034090909,2019,27.55,8,1116,10,포인,41115,수원시 팔달구,인계동,-38.1053008,소형,44.1393917
1142,20000,12600,63,2019,28.69,4,1110,0,에이스카운티포유,41113,수원시 권선구,금곡동,46.72016164,소형,16.27983836
1143,8633,833.3333333,9.652882351,2019,29.4,8,921,11,라온지오피스텔,41113,수원시 권선구,구운동,-5.381807114,소형,15.03468947
1144,11019.25,100,0.907502779,2019,29.4,9,921,11,라온지오피스텔,41113,수원시 권선구,구운동,-14.12718669,소형,15.03468947
1145,12070,4000,33.14001657,2019,29.4,10,921,11,라온지오피스텔,41113,수원시 권선구,구운동,18.10532711,소형,15.03468947
1146,14600,2400,16.43835616,2019,29.4,13,921,11,라온지오피스텔,41113,수원시 권선구,구운동,1.403666695,소형,15.03468947
1147,10654,100,0.938614605,2019,30.14,3,921,11,라온지오피스텔,41113,수원시 권선구,구운동,-60.66054095,중형,61.59915555
1148,11860,14500,122.2596965,2019,30.78,6,921,11,라온지오피스텔,41113,수원시 권선구,구운동,60.66054095,중형,61.59915555
1149,16000,19000,118.75,2019,37.61,2,1115,1,아주리센 테라스파크,41113,수원시 권선구,금곡동,69.28588642,중형,49.46411358
1150,23000,19333.33333,84.05797101,2019,41.29,8,1115,1,아주리센 테라스파크,41113,수원시 권선구,금곡동,34.59385743,중형,49.46411358
1151,45000,23666.66667,52.59259259,2019,43.85,10,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,1.279099673,중형,51.31349292
1152,37000,32000,86.48648649,2019,43.85,13,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,35.17299357,중형,51.31349292
1153,37000,29000,78.37837838,2019,43.85,16,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,27.06488546,중형,51.31349292
1154,32000,30000,93.75,2019,43.85,17,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,42.43650708,중형,51.31349292
1155,38700,14000,36.17571059,2019,43.85,18,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,-15.13778233,중형,51.31349292
1156,40000,11333.33333,28.33333333,2019,43.85,20,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,-22.98015959,중형,51.31349292
1157,38000,28900,76.05263158,2019,43.85,21,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,24.73913866,중형,51.31349292
1158,45000,32500,72.22222222,2019,45.27,6,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,20.9087293,중형,51.31349292
1159,44900,22083.33333,49.18337045,2019,45.27,7,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,-2.130122467,중형,51.31349292
1160,56000,6400,11.42857143,2019,45.27,8,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,-39.88492149,중형,51.31349292
1161,45000,15600,34.66666667,2019,45.27,10,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,-16.64682625,중형,51.31349292
1162,46800,19200,41.02564103,2019,45.27,14,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,-10.28785189,중형,51.31349292
1163,42000,12000,28.57142857,2019,45.27,19,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,-22.74206435,중형,51.31349292
1164,43450,17760,40.87456847,2019,45.27,23,1016,0,광교 효성해링턴 타워,41117,수원시 영통구,하동,-10.43892445,중형,51.31349292
1165,20500,1000,4.87804878,2019,46.59,2,1115,1,아주리센 테라스파크,41113,수원시 권선구,금곡동,-44.5860648,중형,49.46411358
1166,22800,17000,74.56140351,2019,46.59,4,1115,1,아주리센 테라스파크,41113,수원시 권선구,금곡동,25.09728993,중형,49.46411358
1167,21000,1500,7.142857143,2019,47.63,7,1115,1,아주리센 테라스파크,41113,수원시 권선구,금곡동,-42.32125643,중형,49.46411358
1168,22500,18666.66667,82.96296296,2019,48.25,4,1115,1,아주리센 테라스파크,41113,수원시 권선구,금곡동,33.49884938,중형,49.46411358
1169,21800,12966.66667,59.48012232,2019,48.25,5,1115,1,아주리센 테라스파크,41113,수원시 권선구,금곡동,10.01600874,중형,49.46411358
1170,19200,14770,76.92708333,2019,48.25,6,1115,1,아주리센 테라스파크,41113,수원시 권선구,금곡동,27.46296975,중형,49.46411358
1171,24000,12000,50,2019,48.25,7,1115,1,아주리센 테라스파크,41113,수원시 권선구,금곡동,0.535886424,중형,49.46411358
1172,20900,9000,43.06220096,2019,48.25,9,1115,1,아주리센 테라스파크,41113,수원시 권선구,금곡동,-6.401912616,중형,49.46411358
1173,24500,12750,52.04081633,2019,51.87,4,954,1,다원캐슬,41115,수원시 팔달구,인계동,-13.50832099,중형,65.54913732
1174,24500,13500,55.10204082,2019,51.87,5,954,1,다원캐슬,41115,수원시 팔달구,인계동,-10.4470965,중형,65.54913732
1175,24500,6950,28.36734694,2019,51.87,7,954,1,다원캐슬,41115,수원시 팔달구,인계동,-37.18179038,중형,65.54913732
1176,24500,24500,100,2019,51.87,8,954,1,다원캐슬,41115,수원시 팔달구,인계동,34.45086268,중형,65.54913732
1177,24500,10500,42.85714286,2019,51.87,9,954,1,다원캐슬,41115,수원시 팔달구,인계동,-22.69199446,중형,65.54913732
1178,19500,13000,66.66666667,2019,51.95,4,954,1,다원캐슬,41115,수원시 팔달구,인계동,1.117529348,중형,65.54913732
1179,24500,13750,56.12244898,2019,51.95,8,954,1,다원캐슬,41115,수원시 팔달구,인계동,-9.426688342,중형,65.54913732
1180,24000,24500,102.0833333,2019,51.95,9,954,1,다원캐슬,41115,수원시 팔달구,인계동,36.53419598,중형,65.54913732
1181,26000,26000,100,2019,57.4,4,954,1,다원캐슬,41115,수원시 팔달구,인계동,34.45086268,중형,65.54913732
1182,26000,10000,38.46153846,2019,57.4,5,954,1,다원캐슬,41115,수원시 팔달구,인계동,-27.08759886,중형,65.54913732
1183,20500,14750,71.95121951,2019,57.4,6,954,1,다원캐슬,41115,수원시 팔달구,인계동,6.402082188,중형,65.54913732
1184,26000,3650,14.03846154,2019,57.4,7,954,1,다원캐슬,41115,수원시 팔달구,인계동,-51.51067578,중형,65.54913732
1185,26000,18066.66667,69.48717949,2019,57.4,8,954,1,다원캐슬,41115,수원시 팔달구,인계동,3.938042168,중형,65.54913732
1186,26000,8625,33.17307692,2019,57.4,9,954,1,다원캐슬,41115,수원시 팔달구,인계동,-32.3760604,중형,65.54913732
1187,20475,5000,24.42002442,2019,79.64,2,74,35,(74-35),41115,수원시 팔달구,매교동,0,대형,24.42002442
1188,11900,500,4.201680672,2020,21.11,6,948,0,고색리치아노,41113,수원시 권선구,고색동,-9.872474234,소형,14.07415491
1189,11166.66667,2000,17.91044776,2020,21.11,8,948,0,고색리치아노,41113,수원시 권선구,고색동,3.836292854,소형,14.07415491
1190,11025,2625,23.80952381,2020,21.11,9,948,0,고색리치아노,41113,수원시 권선구,고색동,9.735368904,소형,14.07415491
1191,12150,500,4.115226337,2020,21.11,10,948,0,고색리치아노,41113,수원시 권선구,고색동,-9.958928569,소형,14.07415491
1192,15200,4500,29.60526316,2020,27.68,6,948,0,고색리치아노,41113,수원시 권선구,고색동,15.53110825,소형,14.07415491
1193,15122.22222,662.9166667,4.383725202,2020,27.68,7,948,0,고색리치아노,41113,수원시 권선구,고색동,-9.690429704,소형,14.07415491
1194,15130.5,5460.75,36.09100823,2020,27.68,8,948,0,고색리치아노,41113,수원시 권선구,고색동,22.01685332,소형,14.07415491
1195,14666.66667,555.5,3.7875,2020,27.68,9,948,0,고색리치아노,41113,수원시 권선구,고색동,-10.28665491,소형,14.07415491
1196,15255.05263,421.5,2.763018982,2020,27.68,10,948,0,고색리치아노,41113,수원시 권선구,고색동,-11.31113592,소형,14.07415491
