,건축년도,보증금.만원.,거래금액.만원.,전세가율,주택유형,본번,부번,층,도로명,단지명,전용면적,시군구,동,편차,전용면적_그룹,평균 전세가율
8404,2018,59000,138500,42.59927798,아파트,1021,0,16,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,-12.52157645,초대형,55.12085443
8405,2018,75800,164000,46.2195122,아파트,1021,0,17,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,-8.901342227,초대형,55.12085443
8406,2018,115000,160000,71.875,아파트,1021,0,17,센트럴파크로 6,힐스테이트광교,97.591,경기도 수원시 영통구 하동,하동,16.75414557,초대형,55.12085443
8407,2018,70333.33333,142000,49.53051643,아파트,1021,0,18,센트럴파크로 6,힐스테이트광교,97.591,경기도 수원시 영통구 하동,하동,-5.590337997,초대형,55.12085443
8408,2018,78437.5,140000,56.02678571,아파트,1021,0,19,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,0.905931283,초대형,55.12085443
8409,2018,90000,187000,48.12834225,아파트,1021,0,20,센트럴파크로 6,힐스테이트광교,107.9173,경기도 수원시 영통구 하동,하동,-6.992512177,초대형,55.12085443
8410,2018,89833.33333,160000,56.14583333,아파트,1021,0,21,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,1.024978903,초대형,55.12085443
8411,2018,107500,225000,47.77777778,아파트,1021,0,21,센트럴파크로 6,힐스테이트광교,107.9173,경기도 수원시 영통구 하동,하동,-7.343076647,초대형,55.12085443
8412,2018,92500,141000,65.60283688,아파트,1021,0,22,센트럴파크로 6,힐스테이트광교,97.406,경기도 수원시 영통구 하동,하동,10.48198245,초대형,55.12085443
8413,2018,75000,144500,51.90311419,아파트,1021,0,22,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,-3.217740237,초대형,55.12085443
8414,2018,95000,179000,53.0726257,아파트,1021,0,23,센트럴파크로 6,힐스테이트광교,97.406,경기도 수원시 영통구 하동,하동,-2.048228727,초대형,55.12085443
8415,2018,90000,135000,66.66666667,아파트,1021,0,23,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,11.54581224,초대형,55.12085443
8416,2018,105000,160000,65.625,아파트,1021,0,24,센트럴파크로 6,힐스테이트광교,97.406,경기도 수원시 영통구 하동,하동,10.50414557,초대형,55.12085443
8417,2018,95000,158500,59.93690852,아파트,1021,0,24,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,4.816054093,초대형,55.12085443
8418,2018,100000,158000,63.29113924,아파트,1021,0,25,센트럴파크로 6,힐스테이트광교,97.406,경기도 수원시 영통구 하동,하동,8.170284813,초대형,55.12085443
8419,2018,87250,165000,52.87878788,아파트,1021,0,26,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,-2.242066547,초대형,55.12085443
8420,2018,100000,171666.6667,58.25242718,아파트,1021,0,27,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,3.131572753,초대형,55.12085443
8421,2018,110000,171000,64.32748538,아파트,1021,0,27,센트럴파크로 6,힐스테이트광교,97.591,경기도 수원시 영통구 하동,하동,9.206630953,초대형,55.12085443
8422,2018,98250,164000,59.90853659,아파트,1021,0,28,센트럴파크로 6,힐스테이트광교,97.1202,경기도 수원시 영통구 하동,하동,4.787682163,초대형,55.12085443
8423,2018,78666.66667,156000,50.42735043,아파트,1021,0,28,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,-4.693503997,초대형,55.12085443
8424,2018,95000,189500,50.13192612,아파트,1021,0,28,센트럴파크로 6,힐스테이트광교,107.9173,경기도 수원시 영통구 하동,하동,-4.988928307,초대형,55.12085443
8425,2018,80000,163000,49.0797546,아파트,1021,0,30,센트럴파크로 6,힐스테이트광교,97.406,경기도 수원시 영통구 하동,하동,-6.041099827,초대형,55.12085443
8426,2018,80800,120000,67.33333333,아파트,1021,0,31,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,12.2124789,초대형,55.12085443
8427,2018,89625,173000,51.80635838,아파트,1021,0,32,센트럴파크로 6,힐스테이트광교,97.406,경기도 수원시 영통구 하동,하동,-3.314496047,초대형,55.12085443
8428,2018,87200,151500,57.55775578,아파트,1021,0,35,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,2.436901353,초대형,55.12085443
8429,2018,95000,200000,47.5,아파트,1021,0,35,센트럴파크로 6,힐스테이트광교,107.9173,경기도 수원시 영통구 하동,하동,-7.620854427,초대형,55.12085443
8430,2018,77550,167000,46.43712575,아파트,1021,0,36,센트럴파크로 6,힐스테이트광교,97.406,경기도 수원시 영통구 하동,하동,-8.683728677,초대형,55.12085443
8431,2018,75000,167500,44.7761194,아파트,1021,0,36,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,-10.34473503,초대형,55.12085443
8432,2018,96500,173500,55.61959654,아파트,1021,0,36,센트럴파크로 6,힐스테이트광교,97.591,경기도 수원시 영통구 하동,하동,0.498742113,초대형,55.12085443
8433,2018,90000,164000,54.87804878,아파트,1021,0,37,센트럴파크로 6,힐스테이트광교,97.1202,경기도 수원시 영통구 하동,하동,-0.242805647,초대형,55.12085443
8434,2018,98333.33333,172000,57.17054264,아파트,1021,0,37,센트럴파크로 6,힐스테이트광교,97.406,경기도 수원시 영통구 하동,하동,2.049688213,초대형,55.12085443
8435,2018,100000,185000,54.05405405,아파트,1021,0,37,센트럴파크로 6,힐스테이트광교,97.591,경기도 수원시 영통구 하동,하동,-1.066800377,초대형,55.12085443
8436,2018,82500,159000,51.88679245,아파트,1021,0,39,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,-3.234061977,초대형,55.12085443
8437,2018,79687.5,175000,45.53571429,아파트,1021,0,40,센트럴파크로 6,힐스테이트광교,97.1202,경기도 수원시 영통구 하동,하동,-9.585140137,초대형,55.12085443
8438,2018,120000,175000,68.57142857,아파트,1021,0,40,센트럴파크로 6,힐스테이트광교,97.406,경기도 수원시 영통구 하동,하동,13.45057414,초대형,55.12085443
8439,2018,115000,155000,74.19354839,아파트,1021,0,40,센트럴파크로 6,힐스테이트광교,97.591,경기도 수원시 영통구 하동,하동,19.07269396,초대형,55.12085443
8440,2018,63000,163500,38.53211009,아파트,1021,0,42,센트럴파크로 6,힐스테이트광교,97.406,경기도 수원시 영통구 하동,하동,-16.58874434,초대형,55.12085443
8441,2018,102916.6667,180000,57.17592593,아파트,1021,0,43,센트럴파크로 6,힐스테이트광교,107.9173,경기도 수원시 영통구 하동,하동,2.055071503,초대형,55.12085443
8442,2018,57500,159500,36.05015674,아파트,1021,0,44,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,-19.07069769,초대형,55.12085443
8443,2018,75400,164000,45.97560976,아파트,1021,0,45,센트럴파크로 6,힐스테이트광교,97.5548,경기도 수원시 영통구 하동,하동,-9.145244667,초대형,55.12085443
8444,2018,80000,165000,48.48484848,아파트,1021,0,47,센트럴파크로 6,힐스테이트광교,97.1202,경기도 수원시 영통구 하동,하동,-6.636005947,초대형,55.12085443
8445,2018,137500,310000,44.35483871,아파트,1021,0,48,센트럴파크로 6,힐스테이트광교,145.1829,경기도 수원시 영통구 하동,하동,-10.76601572,초대형,55.12085443
8446,2018,130000,160000,81.25,아파트,1021,0,49,센트럴파크로 6,힐스테이트광교,97.1202,경기도 수원시 영통구 하동,하동,26.12914557,초대형,55.12085443
8447,1995,9900,22900,43.23144105,아파트,1021,4,1,정조로514번길 32,한주,59.97,경기도 수원시 권선구 세류동,세류동,-21.18963703,중형,64.42107808
8448,1995,22000,20000,110,아파트,1021,4,1,정조로514번길 32,한주,84.83,경기도 수원시 권선구 세류동,세류동,44.4867011,대형,65.5132989
8449,1995,15000,26500,56.60377358,아파트,1021,4,2,정조로514번길 32,한주,59.97,경기도 수원시 권선구 세류동,세류동,-7.817304499,중형,64.42107808
8450,1995,18000,28500,63.15789474,아파트,1021,4,4,정조로514번길 32,한주,84.83,경기도 수원시 권선구 세류동,세류동,-2.355404163,대형,65.5132989
8451,1995,26000,30000,86.66666667,아파트,1021,4,8,정조로514번길 32,한주,84.83,경기도 수원시 권선구 세류동,세류동,21.15336777,대형,65.5132989
8452,1995,16966.66667,27000,62.83950617,아파트,1021,4,9,정조로514번길 32,한주,59.97,경기도 수원시 권선구 세류동,세류동,-1.581571909,중형,64.42107808
8453,1995,22500,25000,90,아파트,1021,4,9,정조로514번길 32,한주,84.83,경기도 수원시 권선구 세류동,세류동,24.4867011,대형,65.5132989
8454,2021,15250,15000,101.6666667,아파트,1022,3,5,인계로108번길 18,센트럴하임,14.64,경기도 수원시 팔달구 인계동,인계동,0.612713991,소형,101.0539527
8455,2021,15500,15500,100,아파트,1022,3,5,인계로108번길 18,센트럴하임,14.73,경기도 수원시 팔달구 인계동,인계동,-1.053952709,소형,101.0539527
8456,2021,16200,18000,90,아파트,1022,3,5,인계로108번길 18,센트럴하임,18.4,경기도 수원시 팔달구 인계동,인계동,-11.05395271,소형,101.0539527
8457,2021,14700,16500,89.09090909,아파트,1022,3,5,인계로108번길 18,센트럴하임,18.57,경기도 수원시 팔달구 인계동,인계동,-11.96304362,소형,101.0539527
8458,2021,13666.66667,14500,94.25287356,아파트,1022,3,6,인계로108번길 18,센트럴하임,14.64,경기도 수원시 팔달구 인계동,인계동,-6.801079149,소형,101.0539527
8459,2021,13000,14800,87.83783784,아파트,1022,3,6,인계로108번길 18,센트럴하임,14.73,경기도 수원시 팔달구 인계동,인계동,-13.21611487,소형,101.0539527
8460,2021,12875,16000,80.46875,아파트,1022,3,7,인계로108번길 18,센트럴하임,18.57,경기도 수원시 팔달구 인계동,인계동,-20.58520271,소형,101.0539527
8461,2021,14000,14700,95.23809524,아파트,1022,3,8,인계로108번길 18,센트럴하임,18.4,경기도 수원시 팔달구 인계동,인계동,-5.815857469,소형,101.0539527
8462,2021,13662.5,16000,85.390625,아파트,1022,3,8,인계로108번길 18,센트럴하임,18.57,경기도 수원시 팔달구 인계동,인계동,-15.66332771,소형,101.0539527
8463,2021,13750,15200,90.46052632,아파트,1022,3,9,인계로108번길 18,센트럴하임,18.4,경기도 수원시 팔달구 인계동,인계동,-10.59342639,소형,101.0539527
8464,2021,14025,16000,87.65625,아파트,1022,3,9,인계로108번길 18,센트럴하임,18.57,경기도 수원시 팔달구 인계동,인계동,-13.39770271,소형,101.0539527
8465,2021,13875,16500,84.09090909,아파트,1022,3,10,인계로108번길 18,센트럴하임,18.57,경기도 수원시 팔달구 인계동,인계동,-16.96304362,소형,101.0539527
8466,2021,13500,15400,87.66233766,아파트,1022,3,11,인계로108번길 18,센트럴하임,14.64,경기도 수원시 팔달구 인계동,인계동,-13.39161505,소형,101.0539527
8467,2021,14000,16500,84.84848485,아파트,1022,3,11,인계로108번길 18,센트럴하임,18.57,경기도 수원시 팔달구 인계동,인계동,-16.20546786,소형,101.0539527
8468,2021,13333.33333,15925,83.72579801,아파트,1022,3,12,인계로108번길 18,센트럴하임,18.4,경기도 수원시 팔달구 인계동,인계동,-17.3281547,소형,101.0539527
8469,2017,20000,20300,98.52216749,아파트,1025,6,4,청명로 10,영통마크타워,29.1,경기도 수원시 영통구 영통동,영통동,-4.645166255,소형,103.1673337
8470,2017,17250,16000,107.8125,아파트,1025,6,9,청명로 10,영통마크타워,29.1,경기도 수원시 영통구 영통동,영통동,4.645166255,소형,103.1673337
8471,2012,40680,71000,57.29577465,아파트,1027,0,1,광교호수로152번길 23,광교LAKEPARK한양수자인,84.7654,경기도 수원시 영통구 하동,하동,0.080413783,대형,57.21536087
8472,2012,59000,70000,84.28571429,아파트,1027,0,1,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8201,경기도 수원시 영통구 하동,하동,27.07035342,대형,57.21536087
8473,2012,45722.22222,70000,65.31746032,아파트,1027,0,2,광교호수로152번길 23,광교LAKEPARK한양수자인,84.7654,경기도 수원시 영통구 하동,하동,8.102099453,대형,57.21536087
8474,2012,37000,63500,58.26771654,아파트,1027,0,2,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8201,경기도 수원시 영통구 하동,하동,1.052355673,대형,57.21536087
8475,2012,45250,80583.33333,56.15305067,아파트,1027,0,3,광교호수로152번길 23,광교LAKEPARK한양수자인,84.7654,경기도 수원시 영통구 하동,하동,-1.062310197,대형,57.21536087
8476,2012,45000,72000,62.5,아파트,1027,0,3,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,5.284639133,대형,57.21536087
8477,2012,55000,96500,56.99481865,아파트,1027,0,4,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,-0.220542217,대형,57.21536087
8478,2012,47250,83000,56.92771084,아파트,1027,0,5,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8201,경기도 수원시 영통구 하동,하동,-0.287650027,대형,57.21536087
8479,2012,47000,77500,60.64516129,아파트,1027,0,6,광교호수로152번길 23,광교LAKEPARK한양수자인,84.7654,경기도 수원시 영통구 하동,하동,3.429800423,대형,57.21536087
8480,2012,47000,71500,65.73426573,아파트,1027,0,6,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8201,경기도 수원시 영통구 하동,하동,8.518904863,대형,57.21536087
8481,2012,50500,74300,67.96769852,아파트,1027,0,7,광교호수로152번길 23,광교LAKEPARK한양수자인,84.804,경기도 수원시 영통구 하동,하동,10.75233765,대형,57.21536087
8482,2012,41666.66667,78000,53.41880342,아파트,1027,0,10,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8201,경기도 수원시 영통구 하동,하동,-3.796557447,대형,57.21536087
8483,2012,45200,78500,57.57961783,아파트,1027,0,10,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,0.364256963,대형,57.21536087
8484,2012,43966.66667,52500,83.74603175,아파트,1027,0,11,광교호수로152번길 23,광교LAKEPARK한양수자인,84.7654,경기도 수원시 영통구 하동,하동,26.53067088,대형,57.21536087
8485,2012,48200,82000,58.7804878,아파트,1027,0,11,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,1.565126933,대형,57.21536087
8486,2012,37325,82000,45.51829268,아파트,1027,0,12,광교호수로152번길 23,광교LAKEPARK한양수자인,84.7654,경기도 수원시 영통구 하동,하동,-11.69706819,대형,57.21536087
8487,2012,47333.33333,78500,60.29723992,아파트,1027,0,12,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8201,경기도 수원시 영통구 하동,하동,3.081879053,대형,57.21536087
8488,2012,38500,79500,48.42767296,아파트,1027,0,12,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,-8.787687907,대형,57.21536087
8489,2012,44300,92500,47.89189189,아파트,1027,0,16,광교호수로152번길 23,광교LAKEPARK한양수자인,84.7654,경기도 수원시 영통구 하동,하동,-9.323468977,대형,57.21536087
8490,2012,49864.28571,84500,59.01098901,아파트,1027,0,17,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,1.795628143,대형,57.21536087
8491,2012,47700,83250,57.2972973,아파트,1027,0,18,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,0.081936433,대형,57.21536087
8492,2012,38900,89000,43.70786517,아파트,1027,0,20,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,-13.5074957,대형,57.21536087
8493,2012,58000,93850,61.80074587,아파트,1027,0,21,광교호수로152번길 23,광교LAKEPARK한양수자인,84.7654,경기도 수원시 영통구 하동,하동,4.585385003,대형,57.21536087
8494,2012,45566.66667,79100,57.60640539,아파트,1027,0,22,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,0.391044523,대형,57.21536087
8495,2012,45000,75000,60,아파트,1027,0,23,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,2.784639133,대형,57.21536087
8496,2012,53450,89150,59.9551318,아파트,1027,0,24,광교호수로152번길 23,광교LAKEPARK한양수자인,84.7654,경기도 수원시 영통구 하동,하동,2.739770933,대형,57.21536087
8497,2012,49000,89500,54.74860335,아파트,1027,0,24,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,-2.466757517,대형,57.21536087
8498,2012,43900,88833.33333,49.41838649,아파트,1027,0,26,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,-7.796974377,대형,57.21536087
8499,2012,42500,82000,51.82926829,아파트,1027,0,27,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8201,경기도 수원시 영통구 하동,하동,-5.386092577,대형,57.21536087
8500,2012,48500,82500,58.78787879,아파트,1027,0,27,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,1.572517923,대형,57.21536087
8501,2012,38000,79400,47.85894207,아파트,1027,0,31,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8201,경기도 수원시 영통구 하동,하동,-9.356418797,대형,57.21536087
8502,2012,31500,97000,32.4742268,아파트,1027,0,32,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8201,경기도 수원시 영통구 하동,하동,-24.74113407,대형,57.21536087
8503,2012,64000,81500,78.52760736,아파트,1027,0,34,광교호수로152번길 23,광교LAKEPARK한양수자인,84.8442,경기도 수원시 영통구 하동,하동,21.31224649,대형,57.21536087
8504,2014,47666.66667,70000,68.0952381,아파트,1028,0,3,광교호수로152번길 24,광교모아엘가레이크뷰,84.98,경기도 수원시 영통구 하동,하동,10.87987723,대형,57.21536087
8505,2014,58000,70900,81.80535966,아파트,1028,0,6,광교호수로152번길 24,광교모아엘가레이크뷰,84.98,경기도 수원시 영통구 하동,하동,24.58999879,대형,57.21536087
8506,2014,40000,73000,54.79452055,아파트,1028,0,7,광교호수로152번길 24,광교모아엘가레이크뷰,84.98,경기도 수원시 영통구 하동,하동,-2.420840317,대형,57.21536087
8507,2014,54500,91000,59.89010989,아파트,1028,0,8,광교호수로152번길 24,광교모아엘가레이크뷰,84.98,경기도 수원시 영통구 하동,하동,2.674749023,대형,57.21536087
8508,2014,47000,68800,68.31395349,아파트,1028,0,9,광교호수로152번길 24,광교모아엘가레이크뷰,84.98,경기도 수원시 영통구 하동,하동,11.09859262,대형,57.21536087
8509,2014,47000,74000,63.51351351,아파트,1028,0,11,광교호수로152번길 24,광교모아엘가레이크뷰,84.98,경기도 수원시 영통구 하동,하동,6.298152643,대형,57.21536087
8510,2014,45000,83900,53.6352801,아파트,1028,0,12,광교호수로152번길 24,광교모아엘가레이크뷰,84.98,경기도 수원시 영통구 하동,하동,-3.580080767,대형,57.21536087
8511,2014,43333.33333,86000,50.3875969,아파트,1028,0,17,광교호수로152번길 24,광교모아엘가레이크뷰,74.78,경기도 수원시 영통구 하동,하동,-6.827763967,대형,57.21536087
8512,2014,42250,72000,58.68055556,아파트,1028,0,18,광교호수로152번길 24,광교모아엘가레이크뷰,74.78,경기도 수원시 영통구 하동,하동,1.465194693,대형,57.21536087
8513,2014,54200,92166.66667,58.80650995,아파트,1028,0,18,광교호수로152번길 24,광교모아엘가레이크뷰,84.98,경기도 수원시 영통구 하동,하동,1.591149083,대형,57.21536087
8514,2014,48700,86000,56.62790698,아파트,1028,0,19,광교호수로152번길 24,광교모아엘가레이크뷰,84.98,경기도 수원시 영통구 하동,하동,-0.587453887,대형,57.21536087
8515,2014,51000,82250,62.00607903,아파트,1028,0,22,광교호수로152번길 24,광교모아엘가레이크뷰,84.98,경기도 수원시 영통구 하동,하동,4.790718163,대형,57.21536087
8516,2014,42000,60000,70,아파트,1032,0,1,광교호수로152번길 80,광교호반마을21단지,59.92,경기도 수원시 영통구 하동,하동,10.33255978,중형,59.66744022
8517,2014,48000,81500,58.89570552,아파트,1032,0,2,광교호수로152번길 80,광교호반마을21단지,84.6,경기도 수원시 영통구 하동,하동,1.680344653,대형,57.21536087
8518,2014,43000,65000,66.15384615,아파트,1032,0,3,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,6.486405927,중형,59.66744022
8519,2014,43000,62000,69.35483871,아파트,1032,0,4,광교호수로152번길 80,광교호반마을21단지,59.92,경기도 수원시 영통구 하동,하동,9.687398487,중형,59.66744022
8520,2014,43000,69000,62.31884058,아파트,1032,0,4,광교호수로152번길 80,광교호반마을21단지,74.78,경기도 수원시 영통구 하동,하동,5.103479713,대형,57.21536087
8521,2014,35000,73500,47.61904762,아파트,1032,0,7,광교호수로152번길 80,광교호반마을21단지,59.92,경기도 수원시 영통구 하동,하동,-12.0483926,중형,59.66744022
8522,2014,40000,68500,58.39416058,아파트,1032,0,8,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,-1.273279643,중형,59.66744022
8523,2014,45333.33333,77500,58.49462366,아파트,1032,0,8,광교호수로152번길 80,광교호반마을21단지,84.82,경기도 수원시 영통구 하동,하동,1.279262793,대형,57.21536087
8524,2014,40000,71500,55.94405594,아파트,1032,0,9,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,-3.723384283,중형,59.66744022
8525,2014,45000,77500,58.06451613,아파트,1032,0,9,광교호수로152번길 80,광교호반마을21단지,84.6,경기도 수원시 영통구 하동,하동,0.849155263,대형,57.21536087
8526,2014,37000,75500,49.00662252,아파트,1032,0,10,광교호수로152번길 80,광교호반마을21단지,59.92,경기도 수원시 영통구 하동,하동,-10.6608177,중형,59.66744022
8527,2014,50000,78500,63.69426752,아파트,1032,0,10,광교호수로152번길 80,광교호반마을21단지,84.82,경기도 수원시 영통구 하동,하동,6.478906653,대형,57.21536087
8528,2014,46000,65000,70.76923077,아파트,1032,0,11,광교호수로152번길 80,광교호반마을21단지,84.6,경기도 수원시 영통구 하동,하동,13.5538699,대형,57.21536087
8529,2014,34500,59500,57.98319328,아파트,1032,0,12,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,-1.684246943,중형,59.66744022
8530,2014,50000,88000,56.81818182,아파트,1032,0,12,광교호수로152번길 80,광교호반마을21단지,74.78,경기도 수원시 영통구 하동,하동,-0.397179047,대형,57.21536087
8531,2014,62000,83500,74.25149701,아파트,1032,0,12,광교호수로152번길 80,광교호반마을21단지,84.98,경기도 수원시 영통구 하동,하동,17.03613614,대형,57.21536087
8532,2014,40000,67500,59.25925926,아파트,1032,0,13,광교호수로152번길 80,광교호반마을21단지,59.92,경기도 수원시 영통구 하동,하동,-0.408180963,중형,59.66744022
8533,2014,42750,82000,52.13414634,아파트,1032,0,13,광교호수로152번길 80,광교호반마을21단지,74.78,경기도 수원시 영통구 하동,하동,-5.081214527,대형,57.21536087
8534,2014,40000,66000,60.60606061,아파트,1032,0,14,광교호수로152번길 80,광교호반마을21단지,59.89,경기도 수원시 영통구 하동,하동,0.938620387,중형,59.66744022
8535,2014,50000,67500,74.07407407,아파트,1032,0,14,광교호수로152번길 80,광교호반마을21단지,84.6,경기도 수원시 영통구 하동,하동,16.8587132,대형,57.21536087
8536,2014,52500,97000,54.12371134,아파트,1032,0,14,광교호수로152번길 80,광교호반마을21단지,84.98,경기도 수원시 영통구 하동,하동,-3.091649527,대형,57.21536087
8537,2014,40250,72900,55.21262003,아파트,1032,0,15,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,-4.454820193,중형,59.66744022
8538,2014,45000,65400,68.80733945,아파트,1032,0,16,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,9.139899227,중형,59.66744022
8539,2014,36000,70000,51.42857143,아파트,1032,0,17,광교호수로152번길 80,광교호반마을21단지,59.92,경기도 수원시 영통구 하동,하동,-8.238868793,중형,59.66744022
8540,2014,39500,55000,71.81818182,아파트,1032,0,18,광교호수로152번길 80,광교호반마을21단지,59.92,경기도 수원시 영통구 하동,하동,12.1507416,중형,59.66744022
8541,2014,42000,73000,57.53424658,아파트,1032,0,18,광교호수로152번길 80,광교호반마을21단지,74.78,경기도 수원시 영통구 하동,하동,0.318885713,대형,57.21536087
8542,2014,38100,68300,55.78330893,아파트,1032,0,19,광교호수로152번길 80,광교호반마을21단지,59.89,경기도 수원시 영통구 하동,하동,-3.884131293,중형,59.66744022
8543,2014,43000,69000,62.31884058,아파트,1032,0,20,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,2.651400357,중형,59.66744022
8544,2014,39500,74000,53.37837838,아파트,1032,0,22,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,-6.289061843,중형,59.66744022
8545,2014,47500,83800,56.68257757,아파트,1032,0,22,광교호수로152번길 80,광교호반마을21단지,84.98,경기도 수원시 영통구 하동,하동,-0.532783297,대형,57.21536087
8546,2014,40000,56500,70.79646018,아파트,1032,0,25,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,11.12901996,중형,59.66744022
8547,2014,38666.66667,71000,54.4600939,아파트,1032,0,26,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,-5.207346323,중형,59.66744022
8548,2014,42000,69000,60.86956522,아파트,1032,0,27,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,1.202124997,중형,59.66744022
8549,2014,39666.66667,73700,53.82180009,아파트,1032,0,28,광교호수로152번길 80,광교호반마을21단지,59.73,경기도 수원시 영통구 하동,하동,-5.845640133,중형,59.66744022
8550,2017,14000,16000,87.5,아파트,1034,11,5,인계로108번길 27-9,리블리안,29.38,경기도 수원시 팔달구 인계동,인계동,-13.55395271,소형,101.0539527
8551,2017,15000,17750,84.50704225,아파트,1034,11,10,인계로108번길 27-9,리블리안,29.38,경기도 수원시 팔달구 인계동,인계동,-16.54691046,소형,101.0539527
8552,2008,36137.5,44300,81.5744921,아파트,1035,0,1,권선로694번길 25,수원시청역SKVIEW,84.64,경기도 수원시 권선구 권선동,권선동,13.86471018,대형,67.70978192
8553,2008,40166.66667,54000,74.38271605,아파트,1035,0,1,권선로694번길 25,수원시청역SKVIEW,100.94,경기도 수원시 권선구 권선동,권선동,5.763275219,초대형,68.61944083
8554,2008,20000,61350,32.599837,아파트,1035,0,1,권선로694번길 25,수원시청역SKVIEW,130.58,경기도 수원시 권선구 권선동,권선동,-36.01960383,초대형,68.61944083
8555,2008,45000,70000,64.28571429,아파트,1035,0,1,권선로694번길 25,수원시청역SKVIEW,163.17,경기도 수원시 권선구 권선동,권선동,-4.333726541,초대형,68.61944083
8556,2008,43000,52500,81.9047619,아파트,1035,0,1,권선로694번길 26,수원시청역SKVIEW,82.95,경기도 수원시 권선구 권선동,권선동,14.19497998,대형,67.70978192
8557,2008,30750,52000,59.13461538,아파트,1035,0,1,권선로694번길 26,수원시청역SKVIEW,84.88,경기도 수원시 권선구 권선동,권선동,-8.575166543,대형,67.70978192
8558,2008,29081.25,42000,69.24107143,아파트,1035,0,2,권선로694번길 25,수원시청역SKVIEW,59.94,경기도 수원시 권선구 권선동,권선동,0.792693755,중형,68.44837767
8559,2008,29000,61500,47.15447154,아파트,1035,0,2,권선로694번길 25,수원시청역SKVIEW,84.64,경기도 수원시 권선구 권선동,권선동,-20.55531038,대형,67.70978192
